OCCURRED ON,UCR CRIME CATEGORY,PREMISE TYPE
01/07/2023 16:13,MOTOR VEHICLE THEFT,FENCED COMMERCIAL YARD
01/07/2023 16:16,LARCENY-THEFT,SPECIALTY STORE
01/07/2023 16:20,MOTOR VEHICLE THEFT,APARTMENT
01/07/2023 16:26,LARCENY-THEFT,PARKING GARAGE
01/07/2023 16:45,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK
01/08/2023 8:25,LARCENY-THEFT,RESTAURANT
01/08/2023 8:30,LARCENY-THEFT,PARKING GARAGE
01/08/2023 8:39,RAPE,UNKNOWN
01/08/2023 8:49,LARCENY-THEFT,DRUG STORE
01/08/2023 9:00,LARCENY-THEFT,APARTMENT
01/08/2023 9:25,LARCENY-THEFT,FENCED COMMERCIAL YARD
01/08/2023 9:30,MOTOR VEHICLE THEFT,PARK / PLAYGROUND
01/08/2023 9:40,ROBBERY,PARK / PLAYGROUND
01/08/2023 10:00,BURGLARY,APARTMENT
01/08/2023 10:30,AGGRAVATED ASSAULT,APARTMENT
01/08/2023 10:45,LARCENY-THEFT,GROCERY / SUPER MARKET
01/08/2023 11:00,AGGRAVATED ASSAULT,FENCED RESIDENTIAL YARD
01/08/2023 11:12,LARCENY-THEFT,DRUG STORE
01/08/2023 11:30,LARCENY-THEFT,CHURCH / SYNAGOGUE / TEMPLE / MOSQUE
01/08/2023 11:40,ROBBERY,LIQUOR STORE
01/08/2023 11:50,AGGRAVATED ASSAULT,GROCERY / SUPER MARKET
01/08/2023 12:00,BURGLARY,SINGLE FAMILY HOUSE
01/08/2023 12:00,LARCENY-THEFT,ALLEY
01/08/2023 12:00,AGGRAVATED ASSAULT,MOBILE HOME
01/08/2023 12:22,BURGLARY,RENTAL STORAGE / FACILITY
01/08/2023 12:30,LARCENY-THEFT,SPECIALTY STORE
01/08/2023 12:35,LARCENY-THEFT,RETAIL BUSINESS
01/08/2023 12:46,LARCENY-THEFT,SPECIALTY STORE
01/08/2023 13:00,AGGRAVATED ASSAULT,APARTMENT
01/08/2023 13:00,MOTOR VEHICLE THEFT,APARTMENT
01/08/2023 13:00,LARCENY-THEFT,APARTMENT
01/08/2023 13:08,AGGRAVATED ASSAULT,SINGLE FAMILY HOUSE
01/08/2023 13:19,LARCENY-THEFT,PARKING LOT
01/08/2023 13:30,LARCENY-THEFT,PARKING LOT
01/08/2023 13:46,AGGRAVATED ASSAULT,SINGLE FAMILY HOUSE
01/08/2023 14:00,LARCENY-THEFT,PARKING LOT
01/08/2023 14:11,LARCENY-THEFT,PARKING GARAGE
01/08/2023 14:22,LARCENY-THEFT,APARTMENT
01/08/2023 14:30,LARCENY-THEFT,SPECIALTY STORE
01/08/2023 14:41,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/08/2023 14:49,BURGLARY,CONDO / TOWNHOUSE
01/08/2023 14:56,LARCENY-THEFT,PARKING LOT
01/08/2023 15:00,LARCENY-THEFT,OFFICE / COMMERCIAL BUILDING
01/08/2023 15:00,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/08/2023 15:00,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK
01/08/2023 15:06,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/08/2023 15:17,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/08/2023 15:30,MOTOR VEHICLE THEFT,APARTMENT
01/08/2023 15:41,AGGRAVATED ASSAULT,ALLEY
01/08/2023 15:57,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/08/2023 16:18,AGGRAVATED ASSAULT,PARK / PLAYGROUND
01/08/2023 16:20,LARCENY-THEFT,SPECIALTY STORE
01/08/2023 16:25,LARCENY-THEFT,SPECIALTY STORE
01/08/2023 16:30,DRUG OFFENSE,APARTMENT
01/08/2023 16:30,LARCENY-THEFT,DRIVEWAY
01/08/2023 16:30,MOTOR VEHICLE THEFT,GROCERY / SUPER MARKET
01/08/2023 16:31,LARCENY-THEFT,PARKING LOT
01/08/2023 16:55,ROBBERY,STREET / ROADWAY / SIDEWALK
01/09/2023 8:15,LARCENY-THEFT,GARAGE / CARPORT
01/09/2023 8:27,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/09/2023 8:30,MOTOR VEHICLE THEFT,SINGLE FAMILY HOUSE
01/09/2023 8:33,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/09/2023 8:35,BURGLARY,SINGLE FAMILY HOUSE
01/09/2023 9:00,DRUG OFFENSE,LIGHT RAIL PLATFORM
01/09/2023 9:08,LARCENY-THEFT,GOVERNMENT / PUBLIC BUILDING
01/09/2023 9:20,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/09/2023 9:35,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/09/2023 9:36,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/09/2023 10:09,AGGRAVATED ASSAULT,AUTO DEALERSHIP NEW/USED
01/09/2023 10:22,LARCENY-THEFT,DRUG STORE
01/09/2023 10:30,LARCENY-THEFT,PARKING GARAGE
01/09/2023 10:35,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/09/2023 11:00,LARCENY-THEFT,APARTMENT
01/09/2023 11:00,BURGLARY,SINGLE FAMILY HOUSE
01/09/2023 11:25,RAPE,VEHICLE
01/09/2023 11:40,LARCENY-THEFT,SPECIALTY STORE
01/09/2023 11:46,AGGRAVATED ASSAULT,SINGLE FAMILY HOUSE
01/09/2023 11:53,DRUG OFFENSE,ALLEY
01/09/2023 12:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/09/2023 12:00,LARCENY-THEFT,OTHER
01/09/2023 12:00,LARCENY-THEFT,HOTEL / MOTEL
01/09/2023 12:00,LARCENY-THEFT,OTHER
01/09/2023 12:04,LARCENY-THEFT,SPECIALTY STORE
01/09/2023 12:10,DRUG OFFENSE,PARK / PLAYGROUND
01/09/2023 12:18,LARCENY-THEFT,DRUG STORE
01/09/2023 12:32,DRUG OFFENSE,ALLEY
01/09/2023 12:41,LARCENY-THEFT,OTHER
01/09/2023 12:46,DRUG OFFENSE,OPEN SPACE / DESERT
01/09/2023 12:49,ROBBERY,PARKING LOT
01/09/2023 12:56,LARCENY-THEFT,RETAIL BUSINESS
01/09/2023 13:00,BURGLARY,RENTAL STORAGE / FACILITY
01/09/2023 13:00,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK
01/09/2023 13:05,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/09/2023 13:15,LARCENY-THEFT,WAREHOUSE / FACTORY
01/09/2023 13:15,MOTOR VEHICLE THEFT,APARTMENT
01/09/2023 13:30,LARCENY-THEFT,APARTMENT
01/09/2023 13:30,LARCENY-THEFT,AIRPORT
01/09/2023 13:45,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/09/2023 13:51,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK
01/09/2023 14:00,BURGLARY,CONDO / TOWNHOUSE
01/09/2023 14:22,LARCENY-THEFT,SPECIALTY STORE
01/09/2023 14:23,LARCENY-THEFT,DRUG STORE
01/09/2023 14:27,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/09/2023 14:30,LARCENY-THEFT,VEHICLE
01/09/2023 14:31,MOTOR VEHICLE THEFT,SINGLE FAMILY HOUSE
01/09/2023 14:32,DRUG OFFENSE,PARKING LOT
01/09/2023 14:33,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/09/2023 14:45,MOTOR VEHICLE THEFT,APARTMENT
01/09/2023 14:57,MOTOR VEHICLE THEFT,APARTMENT
01/09/2023 15:00,LARCENY-THEFT,CONSTRUCTION SITE
01/09/2023 15:00,BURGLARY,OFFICE / COMMERCIAL BUILDING
01/09/2023 15:00,LARCENY-THEFT,CONSTRUCTION SITE
01/09/2023 15:10,LARCENY-THEFT,SPECIALTY STORE
01/09/2023 15:12,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/09/2023 15:30,BURGLARY,OFFICE / COMMERCIAL BUILDING
01/09/2023 15:38,ROBBERY,SPECIALTY STORE
01/09/2023 15:50,LARCENY-THEFT,SPECIALTY STORE
01/09/2023 15:53,DRUG OFFENSE,MEDICAL OFFICE
01/09/2023 16:00,LARCENY-THEFT,FENCED COMMERCIAL YARD
01/09/2023 16:00,LARCENY-THEFT,PARKING LOT
01/09/2023 16:00,LARCENY-THEFT,PARKING GARAGE
01/09/2023 16:11,DRUG OFFENSE,PARKING LOT
01/09/2023 16:30,MOTOR VEHICLE THEFT,DRIVEWAY
01/09/2023 16:35,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/09/2023 16:45,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/09/2023 16:46,LARCENY-THEFT,DRUG STORE
01/09/2023 16:50,LARCENY-THEFT,SPECIALTY STORE
01/09/2023 16:55,AGGRAVATED ASSAULT,APARTMENT
01/10/2023 8:07,LARCENY-THEFT,GROCERY / SUPER MARKET
01/10/2023 8:50,LARCENY-THEFT,RESTAURANT
01/10/2023 9:02,DRUG OFFENSE,RETAIL BUSINESS
01/10/2023 9:33,LARCENY-THEFT,GROCERY / SUPER MARKET
01/10/2023 9:40,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/10/2023 10:00,BURGLARY,SINGLE FAMILY HOUSE
01/10/2023 10:00,AGGRAVATED ASSAULT,SCHOOL-ELEMENTARY/SECONDARY
01/10/2023 10:17,DRUG OFFENSE,ALLEY
01/10/2023 10:23,LARCENY-THEFT,APARTMENT
01/10/2023 10:30,BURGLARY,APARTMENT
01/10/2023 11:00,LARCENY-THEFT,BUS FACILITY
01/10/2023 11:10,LARCENY-THEFT,UNKNOWN
01/10/2023 11:15,LARCENY-THEFT,OTHER
01/10/2023 12:00,AGGRAVATED ASSAULT,APARTMENT
01/10/2023 12:00,LARCENY-THEFT,SPECIALTY STORE
01/10/2023 12:00,BURGLARY,SINGLE FAMILY HOUSE
01/10/2023 12:00,LARCENY-THEFT,VEHICLE
01/10/2023 12:01,DRUG OFFENSE,PARK AND RIDE
01/10/2023 12:04,DRUG OFFENSE,OTHER
01/10/2023 12:10,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/10/2023 12:26,DRUG OFFENSE,OPEN SPACE / DESERT
01/10/2023 12:30,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/10/2023 12:30,ROBBERY,PARKING LOT
01/10/2023 12:36,DRUG OFFENSE,PARKING LOT
01/10/2023 12:44,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK
01/10/2023 13:00,MOTOR VEHICLE THEFT,CONDO / TOWNHOUSE
01/10/2023 13:00,BURGLARY,SINGLE FAMILY HOUSE
01/10/2023 13:00,LARCENY-THEFT,PARKING GARAGE
01/10/2023 13:00,LARCENY-THEFT,STOREROOM/SHED (RESIDENTIAL)
01/10/2023 13:25,MOTOR VEHICLE THEFT,APARTMENT
01/10/2023 13:41,LARCENY-THEFT,FAST FOOD STORE
01/10/2023 13:44,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/10/2023 13:47,LARCENY-THEFT,APARTMENT
01/10/2023 13:59,LARCENY-THEFT,PARKING LOT
01/10/2023 14:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/10/2023 14:00,LARCENY-THEFT,FENCED COMMERCIAL YARD
01/10/2023 14:26,MOTOR VEHICLE THEFT,APARTMENT
01/10/2023 14:30,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/10/2023 15:00,AGGRAVATED ASSAULT,GAS / SERVICE STATION
01/10/2023 15:00,MOTOR VEHICLE THEFT,APARTMENT
01/10/2023 15:01,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/10/2023 15:14,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/10/2023 15:42,ROBBERY,STREET / ROADWAY / SIDEWALK
01/10/2023 15:55,AGGRAVATED ASSAULT,APARTMENT
01/10/2023 16:00,LARCENY-THEFT,BUS / LIGHT RAIL
01/10/2023 16:15,LARCENY-THEFT,GROCERY / SUPER MARKET
01/10/2023 16:30,LARCENY-THEFT,PARKING GARAGE
01/10/2023 16:30,LARCENY-THEFT,CONSTRUCTION SITE
01/10/2023 16:35,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/11/2023 8:10,DRUG OFFENSE,OTHER
01/11/2023 8:49,BURGLARY,CHURCH / SYNAGOGUE / TEMPLE / MOSQUE
01/11/2023 9:00,MOTOR VEHICLE THEFT,PARKING GARAGE
01/11/2023 9:17,MOTOR VEHICLE THEFT,SINGLE FAMILY HOUSE
01/11/2023 9:34,LARCENY-THEFT,DRUG STORE
01/11/2023 10:00,MOTOR VEHICLE THEFT,APARTMENT
01/11/2023 10:00,LARCENY-THEFT,VEHICLE
01/11/2023 10:21,LARCENY-THEFT,PARKING LOT
01/11/2023 10:45,LARCENY-THEFT,RETAIL BUSINESS
01/11/2023 10:50,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/11/2023 11:30,ARSON,SINGLE FAMILY HOUSE
01/11/2023 11:54,AGGRAVATED ASSAULT,BUS
01/11/2023 11:55,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/11/2023 12:00,BURGLARY,RENTAL STORAGE / FACILITY
01/11/2023 12:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/11/2023 12:00,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK
01/11/2023 12:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/11/2023 12:00,MOTOR VEHICLE THEFT,OFFICE / COMMERCIAL BUILDING
01/11/2023 12:00,LARCENY-THEFT,PARKING GARAGE
01/11/2023 12:19,LARCENY-THEFT,APARTMENT
01/11/2023 12:20,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/11/2023 12:30,LARCENY-THEFT,GROCERY / SUPER MARKET
01/11/2023 12:40,AGGRAVATED ASSAULT,SINGLE FAMILY HOUSE
01/11/2023 12:48,AGGRAVATED ASSAULT,APARTMENT
01/11/2023 12:56,LARCENY-THEFT,GROCERY / SUPER MARKET
01/11/2023 13:00,DRUG OFFENSE,APARTMENT
01/11/2023 13:00,LARCENY-THEFT,PARKING LOT
01/11/2023 13:13,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/11/2023 13:22,AGGRAVATED ASSAULT,SCHOOL-ELEMENTARY/SECONDARY
01/11/2023 13:37,LARCENY-THEFT,RETAIL BUSINESS
01/11/2023 13:41,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/11/2023 14:19,LARCENY-THEFT,SPECIALTY STORE
01/11/2023 14:26,DRUG OFFENSE,SINGLE FAMILY HOUSE
01/11/2023 14:30,LARCENY-THEFT,SCHOOL-ELEMENTARY/SECONDARY
01/11/2023 14:50,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/11/2023 14:55,MOTOR VEHICLE THEFT,FENCED COMMERCIAL YARD
01/11/2023 15:00,LARCENY-THEFT,DRIVEWAY
01/11/2023 15:00,LARCENY-THEFT,DRIVEWAY
01/11/2023 15:00,BURGLARY,GARAGE
01/11/2023 15:01,MOTOR VEHICLE THEFT,SPECIALTY STORE
01/11/2023 15:06,LARCENY-THEFT,BUS STATION
01/11/2023 15:24,MOTOR VEHICLE THEFT,GROCERY / SUPER MARKET
01/11/2023 16:00,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK
01/11/2023 16:00,MOTOR VEHICLE THEFT,APARTMENT
01/11/2023 16:24,LARCENY-THEFT,OTHER
01/11/2023 16:40,LARCENY-THEFT,FENCED RESIDENTIAL YARD
01/11/2023 16:45,ROBBERY,DEPARTMENT / DISCOUNT STORE
01/11/2023 16:56,DRUG OFFENSE,OFFICE / COMMERCIAL BUILDING
01/12/2023 8:06,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/12/2023 8:22,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/12/2023 8:40,LARCENY-THEFT,SCHOOL-ELEMENTARY/SECONDARY
01/12/2023 8:40,LARCENY-THEFT,PARKING LOT
01/12/2023 8:57,LARCENY-THEFT,PARKING GARAGE
01/12/2023 9:00,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK
01/12/2023 9:35,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/12/2023 9:37,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/12/2023 9:40,BURGLARY,APARTMENT
01/12/2023 9:43,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/12/2023 9:44,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/12/2023 9:59,BURGLARY,SINGLE FAMILY HOUSE
01/12/2023 10:11,DRUG OFFENSE,PARKING LOT
01/12/2023 10:22,DRUG OFFENSE,CONVENIENCE MARKET / STORE
01/12/2023 10:39,DRUG OFFENSE,DRUG STORE
01/12/2023 11:00,LARCENY-THEFT,OFFICE / COMMERCIAL BUILDING
01/12/2023 11:00,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/12/2023 11:20,MOTOR VEHICLE THEFT,APARTMENT
01/12/2023 11:30,LARCENY-THEFT,APARTMENT
01/12/2023 11:48,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/12/2023 11:51,AGGRAVATED ASSAULT,SCHOOL-ELEMENTARY/SECONDARY
01/12/2023 12:00,BURGLARY,RENTAL STORAGE / FACILITY
01/12/2023 12:00,MOTOR VEHICLE THEFT,APARTMENT
01/12/2023 12:10,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/12/2023 12:23,LARCENY-THEFT,DRUG STORE
01/12/2023 12:30,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/12/2023 12:45,LARCENY-THEFT,APARTMENT
01/12/2023 12:45,LARCENY-THEFT,APARTMENT
01/12/2023 13:14,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/12/2023 13:30,LARCENY-THEFT,DRUG STORE
01/12/2023 13:30,MOTOR VEHICLE THEFT,SHOPPING MALL
01/12/2023 13:35,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/12/2023 13:51,AGGRAVATED ASSAULT,VEHICLE
01/12/2023 14:00,LARCENY-THEFT,FENCED RESIDENTIAL YARD
01/12/2023 14:00,MOTOR VEHICLE THEFT,APARTMENT
01/12/2023 14:25,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/12/2023 14:30,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK
01/12/2023 14:30,MOTOR VEHICLE THEFT,RESTAURANT
01/12/2023 14:30,LARCENY-THEFT,APARTMENT
01/12/2023 15:00,LARCENY-THEFT,PARKING LOT
01/12/2023 15:00,LARCENY-THEFT,SPECIALTY STORE
01/12/2023 15:00,LARCENY-THEFT,MEDICAL OFFICE
01/12/2023 15:17,LARCENY-THEFT,RETAIL BUSINESS
01/12/2023 15:20,LARCENY-THEFT,RETAIL BUSINESS
01/12/2023 15:25,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/12/2023 15:30,LARCENY-THEFT,FENCED COMMERCIAL YARD
01/12/2023 15:32,DRUG OFFENSE,PARK / PLAYGROUND
01/12/2023 15:53,DRUG OFFENSE,BUS STOP
01/12/2023 16:00,AGGRAVATED ASSAULT,FAST FOOD STORE
01/12/2023 16:01,LARCENY-THEFT,RESTAURANT
01/12/2023 16:09,LARCENY-THEFT,APARTMENT
01/12/2023 16:21,LARCENY-THEFT,SPECIALTY STORE
01/12/2023 16:30,LARCENY-THEFT,PARKING LOT
01/12/2023 16:30,LARCENY-THEFT,VEHICLE
01/12/2023 16:37,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/12/2023 16:52,AGGRAVATED ASSAULT,DEPARTMENT / DISCOUNT STORE
01/13/2023 8:45,LARCENY-THEFT,PARKING LOT
01/13/2023 8:51,RAPE,HOTEL / MOTEL
01/13/2023 9:00,MOTOR VEHICLE THEFT,APARTMENT
01/13/2023 9:00,LARCENY-THEFT,GROUP HOME
01/13/2023 9:00,LARCENY-THEFT,GROCERY / SUPER MARKET
01/13/2023 9:00,BURGLARY,OFFICE / COMMERCIAL BUILDING
01/13/2023 9:04,DRUG OFFENSE,PARKING GARAGE
01/13/2023 9:34,LARCENY-THEFT,APARTMENT
01/13/2023 9:37,DRUG OFFENSE,RESTAURANT
01/13/2023 9:42,ARSON,
01/13/2023 9:46,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/13/2023 9:47,DRUG OFFENSE,GROCERY / SUPER MARKET
01/13/2023 10:00,MOTOR VEHICLE THEFT,FENCED COMMERCIAL YARD
01/13/2023 10:00,BURGLARY,SINGLE FAMILY HOUSE
01/13/2023 10:00,BURGLARY,SINGLE FAMILY HOUSE
01/13/2023 10:00,LARCENY-THEFT,OTHER
01/13/2023 10:00,LARCENY-THEFT,CONDO / TOWNHOUSE
01/13/2023 10:15,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/13/2023 10:18,AGGRAVATED ASSAULT,BUS
01/13/2023 10:30,LARCENY-THEFT,PARKING LOT
01/13/2023 10:30,DRUG OFFENSE,AIRPORT
01/13/2023 11:00,BURGLARY,SINGLE FAMILY HOUSE
01/13/2023 11:20,LARCENY-THEFT,VEHICLE
01/13/2023 11:22,LARCENY-THEFT,AIRPORT
01/13/2023 11:30,LARCENY-THEFT,SPECIALTY STORE
01/13/2023 11:37,LARCENY-THEFT,APARTMENT
01/13/2023 11:42,AGGRAVATED ASSAULT,APARTMENT
01/13/2023 11:43,DRUG OFFENSE,PARKING LOT
01/13/2023 12:09,LARCENY-THEFT,RETAIL BUSINESS
01/13/2023 12:30,LARCENY-THEFT,AIRPORT
01/13/2023 12:35,LARCENY-THEFT,RETAIL BUSINESS
01/13/2023 12:40,LARCENY-THEFT,SPECIALTY STORE
01/13/2023 12:45,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/13/2023 12:54,LARCENY-THEFT,APARTMENT
01/13/2023 13:00,MOTOR VEHICLE THEFT,DRIVEWAY
01/13/2023 13:00,LARCENY-THEFT,GROCERY / SUPER MARKET
01/13/2023 13:00,LARCENY-THEFT,CONSTRUCTION SITE
01/13/2023 13:00,MOTOR VEHICLE THEFT,GAS / SERVICE STATION
01/13/2023 13:00,AGGRAVATED ASSAULT,GAS / SERVICE STATION
01/13/2023 13:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/13/2023 13:24,LARCENY-THEFT,SPECIALTY STORE
01/13/2023 13:30,LARCENY-THEFT,GROCERY / SUPER MARKET
01/13/2023 13:50,LARCENY-THEFT,SHOPPING MALL
01/13/2023 13:52,DRUG OFFENSE,PARKING LOT
01/13/2023 14:00,LARCENY-THEFT,PARKING LOT
01/13/2023 14:00,LARCENY-THEFT,PARKING LOT
01/13/2023 14:00,MOTOR VEHICLE THEFT,GROCERY / SUPER MARKET
01/13/2023 14:24,LARCENY-THEFT,DRUG STORE
01/13/2023 14:33,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/13/2023 14:40,AGGRAVATED ASSAULT,SCHOOL-ELEMENTARY/SECONDARY
01/13/2023 14:44,LARCENY-THEFT,DRUG STORE
01/13/2023 14:44,LARCENY-THEFT,GROCERY / SUPER MARKET
01/13/2023 15:00,BURGLARY,SINGLE FAMILY HOUSE
01/13/2023 15:00,LARCENY-THEFT,CONSTRUCTION SITE
01/13/2023 15:00,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/13/2023 15:00,LARCENY-THEFT,OFFICE / COMMERCIAL BUILDING
01/13/2023 15:00,LARCENY-THEFT,FENCED COMMERCIAL YARD
01/13/2023 15:05,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/13/2023 15:14,DRUG OFFENSE,PARK / PLAYGROUND
01/13/2023 15:30,DRUG OFFENSE,SINGLE FAMILY HOUSE
01/13/2023 15:30,LARCENY-THEFT,CONSTRUCTION SITE
01/13/2023 16:00,BURGLARY,STOREROOM/SHED (RESIDENTIAL)
01/13/2023 16:00,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK
01/13/2023 16:10,LARCENY-THEFT,VEHICLE
01/13/2023 16:13,BURGLARY,OFFICE / COMMERCIAL BUILDING
01/13/2023 16:14,AGGRAVATED ASSAULT,SINGLE FAMILY HOUSE
01/13/2023 16:30,LARCENY-THEFT,RESTAURANT
01/13/2023 16:30,MOTOR VEHICLE THEFT,APARTMENT
01/13/2023 16:35,LARCENY-THEFT,RETAIL BUSINESS
01/13/2023 16:39,AGGRAVATED ASSAULT,CONVENIENCE MARKET / STORE
01/13/2023 16:40,DRUG OFFENSE,AIRPORT
01/13/2023 16:42,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/13/2023 16:45,LARCENY-THEFT,GROCERY / SUPER MARKET
01/13/2023 16:55,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/13/2023 16:59,LARCENY-THEFT,DRIVEWAY
01/14/2023 8:46,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/14/2023 8:55,LARCENY-THEFT,OTHER
01/14/2023 9:00,LARCENY-THEFT,PARKING LOT
01/14/2023 9:00,MOTOR VEHICLE THEFT,GARAGE
01/14/2023 9:00,MOTOR VEHICLE THEFT,SINGLE FAMILY HOUSE
01/14/2023 9:07,AGGRAVATED ASSAULT,PARK / PLAYGROUND
01/14/2023 9:10,AGGRAVATED ASSAULT,APARTMENT
01/14/2023 9:11,AGGRAVATED ASSAULT,OTHER
01/14/2023 9:20,LARCENY-THEFT,SPECIALTY STORE
01/14/2023 9:36,DRUG OFFENSE,BUS STOP
01/14/2023 9:40,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/14/2023 9:49,LARCENY-THEFT,RETAIL BUSINESS
01/14/2023 9:50,AGGRAVATED ASSAULT,APARTMENT
01/14/2023 9:58,ROBBERY,STREET / ROADWAY / SIDEWALK
01/14/2023 10:00,BURGLARY,APARTMENT
01/14/2023 10:00,LARCENY-THEFT,FENCED RESIDENTIAL YARD
01/14/2023 10:16,DRUG OFFENSE,PARKING LOT
01/14/2023 10:20,LARCENY-THEFT,MOUNTAIN AREA
01/14/2023 10:45,LARCENY-THEFT,PARKING LOT
01/14/2023 10:54,DRUG OFFENSE,ALLEY
01/14/2023 10:55,DRUG OFFENSE,GAS / SERVICE STATION
01/14/2023 11:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/14/2023 11:01,DRUG OFFENSE,WAREHOUSE / FACTORY
01/14/2023 11:13,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/14/2023 11:22,AGGRAVATED ASSAULT,APARTMENT
01/14/2023 11:26,DRUG OFFENSE,SINGLE FAMILY HOUSE
01/14/2023 11:42,LARCENY-THEFT,DRUG STORE
01/14/2023 11:44,LARCENY-THEFT,DRUG STORE
01/14/2023 12:00,LARCENY-THEFT,APARTMENT
01/14/2023 12:00,LARCENY-THEFT,APARTMENT
01/14/2023 12:00,LARCENY-THEFT,APARTMENT
01/14/2023 12:45,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK
01/14/2023 12:46,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/14/2023 13:00,LARCENY-THEFT,DRIVEWAY
01/14/2023 13:00,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK
01/14/2023 13:00,MOTOR VEHICLE THEFT,APARTMENT
01/14/2023 13:16,LARCENY-THEFT,VEHICLE
01/14/2023 13:17,AGGRAVATED ASSAULT,CONDO / TOWNHOUSE
01/14/2023 13:39,ROBBERY,LIGHT RAIL PLATFORM
01/14/2023 13:42,LARCENY-THEFT,VEHICLE
