OCCURRED ON,UCR CRIME CATEGORY,PREMISE TYPE
01/14/2023 13:48,MURDER AND NON-NEGLIGENT MANSLAUGHTER,PARK / PLAYGROUND
01/14/2023 14:00,BURGLARY,SINGLE FAMILY HOUSE
01/14/2023 14:00,LARCENY-THEFT,FENCED COMMERCIAL YARD
01/14/2023 14:03,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK
01/14/2023 14:10,LARCENY-THEFT,SPECIALTY STORE
01/14/2023 14:30,BURGLARY,SINGLE FAMILY HOUSE
01/14/2023 14:47,LARCENY-THEFT,DRUG STORE
01/14/2023 14:56,ROBBERY,SPECIALTY STORE
01/14/2023 15:00,BURGLARY,SINGLE FAMILY HOUSE
01/14/2023 15:24,MOTOR VEHICLE THEFT,APARTMENT
01/14/2023 16:00,LARCENY-THEFT,FENCED RESIDENTIAL YARD
01/14/2023 16:00,LARCENY-THEFT,GROCERY / SUPER MARKET
01/14/2023 16:00,MOTOR VEHICLE THEFT,PARKING GARAGE
01/14/2023 16:00,MOTOR VEHICLE THEFT,CARPORT
01/14/2023 16:15,AGGRAVATED ASSAULT,ALLEY
01/14/2023 16:30,ROBBERY,SPECIALTY STORE
01/14/2023 16:55,LARCENY-THEFT,RETAIL BUSINESS
01/15/2023 8:45,LARCENY-THEFT,APARTMENT
01/15/2023 8:48,LARCENY-THEFT,PARKING LOT
01/15/2023 8:55,LARCENY-THEFT,CHURCH / SYNAGOGUE / TEMPLE / MOSQUE
01/15/2023 9:00,MOTOR VEHICLE THEFT,CONVENIENCE MARKET / STORE
01/15/2023 9:00,LARCENY-THEFT,RETAIL BUSINESS
01/15/2023 9:00,MOTOR VEHICLE THEFT,APARTMENT
01/15/2023 9:06,AGGRAVATED ASSAULT,DEPARTMENT / DISCOUNT STORE
01/15/2023 9:24,AGGRAVATED ASSAULT,APARTMENT
01/15/2023 10:30,LARCENY-THEFT,CONDO / TOWNHOUSE
01/15/2023 10:40,LARCENY-THEFT,HOTEL / MOTEL
01/15/2023 10:49,LARCENY-THEFT,APARTMENT
01/15/2023 10:57,AGGRAVATED ASSAULT,APARTMENT
01/15/2023 11:00,LARCENY-THEFT,OPEN SPACE / DESERT
01/15/2023 11:00,LARCENY-THEFT,PARKING LOT
01/15/2023 11:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/15/2023 11:10,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/15/2023 11:15,LARCENY-THEFT,RETAIL BUSINESS
01/15/2023 11:18,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK
01/15/2023 11:26,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/15/2023 11:40,LARCENY-THEFT,SPECIALTY STORE
01/15/2023 11:41,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK
01/15/2023 12:00,LARCENY-THEFT,RESTAURANT
01/15/2023 12:00,AGGRAVATED ASSAULT,CONDO / TOWNHOUSE
01/15/2023 12:00,MOTOR VEHICLE THEFT,APARTMENT
01/15/2023 12:00,LARCENY-THEFT,OFFICE / COMMERCIAL BUILDING
01/15/2023 12:00,LARCENY-THEFT,APARTMENT
01/15/2023 12:00,LARCENY-THEFT,CONDO / TOWNHOUSE
01/15/2023 12:24,DRUG OFFENSE,VEHICLE
01/15/2023 12:30,RAPE,HOSPITAL
01/15/2023 12:54,BURGLARY,OFFICE / COMMERCIAL BUILDING
01/15/2023 12:56,LARCENY-THEFT,SPECIALTY STORE
01/15/2023 13:00,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/15/2023 13:00,LARCENY-THEFT,APARTMENT
01/15/2023 13:00,LARCENY-THEFT,PARKING LOT
01/15/2023 13:00,AGGRAVATED ASSAULT,SINGLE FAMILY HOUSE
01/15/2023 13:07,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/15/2023 13:23,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/15/2023 13:28,AGGRAVATED ASSAULT,BUS STOP
01/15/2023 13:30,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/15/2023 13:39,LARCENY-THEFT,RETAIL BUSINESS
01/15/2023 14:11,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/15/2023 14:30,MOTOR VEHICLE THEFT,FENCED COMMERCIAL YARD
01/15/2023 14:49,LARCENY-THEFT,RETAIL BUSINESS
01/15/2023 15:00,MOTOR VEHICLE THEFT,DRIVEWAY
01/15/2023 15:00,LARCENY-THEFT,OTHER
01/15/2023 15:00,LARCENY-THEFT,GAS / SERVICE STATION
01/15/2023 15:00,LARCENY-THEFT,SPECIALTY STORE
01/15/2023 15:30,MOTOR VEHICLE THEFT,SINGLE FAMILY HOUSE
01/15/2023 15:39,LARCENY-THEFT,RETAIL BUSINESS
01/15/2023 15:57,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/15/2023 15:57,LARCENY-THEFT,FENCED RESIDENTIAL YARD
01/15/2023 16:00,LARCENY-THEFT,DRIVEWAY
01/15/2023 16:01,ROBBERY,CONVENIENCE MARKET / STORE
01/15/2023 16:30,LARCENY-THEFT,WAREHOUSE / FACTORY
01/15/2023 16:46,BURGLARY,GARAGE
01/15/2023 16:50,DRUG OFFENSE,APARTMENT
01/16/2023 8:19,LARCENY-THEFT,PARKING LOT
01/16/2023 8:21,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/16/2023 9:15,DRUG OFFENSE,BUS STOP
01/16/2023 9:20,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/16/2023 9:30,LARCENY-THEFT,GROCERY / SUPER MARKET
01/16/2023 9:39,LARCENY-THEFT,RETAIL BUSINESS
01/16/2023 9:40,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/16/2023 9:53,LARCENY-THEFT,GROCERY / SUPER MARKET
01/16/2023 10:00,LARCENY-THEFT,OTHER
01/16/2023 10:00,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK
01/16/2023 10:00,BURGLARY,APARTMENT
01/16/2023 10:00,LARCENY-THEFT,PARKING LOT
01/16/2023 10:00,BURGLARY,APARTMENT
01/16/2023 10:21,LARCENY-THEFT,CONDO / TOWNHOUSE
01/16/2023 10:29,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/16/2023 10:30,LARCENY-THEFT,PARKING LOT
01/16/2023 10:30,LARCENY-THEFT,CONSTRUCTION SITE
01/16/2023 10:40,LARCENY-THEFT,DRUG STORE
01/16/2023 10:51,LARCENY-THEFT,DRUG STORE
01/16/2023 10:55,MOTOR VEHICLE THEFT,DEPARTMENT / DISCOUNT STORE
01/16/2023 11:00,RAPE,APARTMENT
01/16/2023 11:00,LARCENY-THEFT,OFFICE / COMMERCIAL BUILDING
01/16/2023 11:00,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK
01/16/2023 11:00,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK
01/16/2023 11:18,MOTOR VEHICLE THEFT,GAS / SERVICE STATION
01/16/2023 11:20,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK
01/16/2023 11:29,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/16/2023 11:30,LARCENY-THEFT,VEHICLE
01/16/2023 11:40,LARCENY-THEFT,RETAIL BUSINESS
01/16/2023 11:53,LARCENY-THEFT,DRUG STORE
01/16/2023 12:00,LARCENY-THEFT,SPECIALTY STORE
01/16/2023 12:00,BURGLARY,CONDO / TOWNHOUSE
01/16/2023 12:00,AGGRAVATED ASSAULT,APARTMENT
01/16/2023 12:13,LARCENY-THEFT,RETAIL BUSINESS
01/16/2023 12:30,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/16/2023 12:34,AGGRAVATED ASSAULT,SINGLE FAMILY HOUSE
01/16/2023 12:49,ARSON,SINGLE FAMILY HOUSE
01/16/2023 12:53,LARCENY-THEFT,SPECIALTY STORE
01/16/2023 13:00,LARCENY-THEFT,PARKING GARAGE
01/16/2023 13:30,DRUG OFFENSE,VEHICLE
01/16/2023 13:36,LARCENY-THEFT,GAS / SERVICE STATION
01/16/2023 13:36,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/16/2023 13:39,DRUG OFFENSE,MOBILE HOME
01/16/2023 14:00,LARCENY-THEFT,FENCED COMMERCIAL YARD
01/16/2023 14:00,MOTOR VEHICLE THEFT,DEPARTMENT / DISCOUNT STORE
01/16/2023 14:00,BURGLARY,GARAGE
01/16/2023 14:00,LARCENY-THEFT,SHOPPING MALL
01/16/2023 14:00,BURGLARY,APARTMENT
01/16/2023 14:00,LARCENY-THEFT,HOTEL / MOTEL
01/16/2023 14:00,LARCENY-THEFT,PARKING LOT
01/16/2023 14:00,LARCENY-THEFT,PARKING LOT
01/16/2023 14:15,LARCENY-THEFT,SPECIALTY STORE
01/16/2023 14:15,BURGLARY,APARTMENT
01/16/2023 14:28,LARCENY-THEFT,DRIVEWAY
01/16/2023 14:28,LARCENY-THEFT,VEHICLE
01/16/2023 14:30,LARCENY-THEFT,FENCED COMMERCIAL YARD
01/16/2023 14:30,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/16/2023 14:30,LARCENY-THEFT,VEHICLE
01/16/2023 15:00,BURGLARY,STOREROOM/SHED (COMMERCIAL)
01/16/2023 15:00,LARCENY-THEFT,DRUG STORE
01/16/2023 15:00,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK
01/16/2023 15:00,ROBBERY,GROCERY / SUPER MARKET
01/16/2023 15:25,RAPE,SINGLE FAMILY HOUSE
01/16/2023 15:28,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/16/2023 15:45,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/16/2023 16:00,LARCENY-THEFT,DRIVEWAY
01/16/2023 16:00,MOTOR VEHICLE THEFT,APARTMENT
01/16/2023 16:17,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/16/2023 16:30,LARCENY-THEFT,SPECIALTY STORE
01/16/2023 16:30,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/16/2023 16:38,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/16/2023 16:43,LARCENY-THEFT,GROCERY / SUPER MARKET
01/17/2023 8:21,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/17/2023 8:40,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK
01/17/2023 9:00,LARCENY-THEFT,APARTMENT
01/17/2023 9:00,AGGRAVATED ASSAULT,SINGLE FAMILY HOUSE
01/17/2023 9:00,LARCENY-THEFT,RETAIL BUSINESS
01/17/2023 9:00,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/17/2023 9:32,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/17/2023 9:48,DRUG OFFENSE,GAS / SERVICE STATION
01/17/2023 10:05,LARCENY-THEFT,SCHOOL-COLLEGE/UNIVERSITY
01/17/2023 10:39,AGGRAVATED ASSAULT,PARK / PLAYGROUND
01/17/2023 11:00,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/17/2023 11:00,BURGLARY,MEDICAL OFFICE
01/17/2023 11:00,BURGLARY,SINGLE FAMILY HOUSE
01/17/2023 11:10,AGGRAVATED ASSAULT,BUS STOP
01/17/2023 11:30,LARCENY-THEFT,SCHOOL/COLLEGE/CHILD CARE
01/17/2023 12:00,LARCENY-THEFT,AUTO DEALERSHIP NEW/USED
01/17/2023 12:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/17/2023 12:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/17/2023 12:00,LARCENY-THEFT,HOSPITAL
01/17/2023 12:24,AGGRAVATED ASSAULT,APARTMENT
01/17/2023 12:30,LARCENY-THEFT,DRUG STORE
01/17/2023 12:30,BURGLARY,CONVENIENCE MARKET / STORE
01/17/2023 12:40,LARCENY-THEFT,RESTAURANT
01/17/2023 12:44,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/17/2023 12:45,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/17/2023 12:47,LARCENY-THEFT,GROCERY / SUPER MARKET
01/17/2023 13:00,LARCENY-THEFT,SPECIALTY STORE
01/17/2023 13:18,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/17/2023 13:30,DRUG OFFENSE,ALLEY
01/17/2023 13:33,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK
01/17/2023 13:37,LARCENY-THEFT,SPECIALTY STORE
01/17/2023 13:40,LARCENY-THEFT,OTHER
01/17/2023 13:56,BURGLARY,APARTMENT
01/17/2023 14:00,BURGLARY,SINGLE FAMILY HOUSE
01/17/2023 14:00,MOTOR VEHICLE THEFT,GROUP HOME
01/17/2023 14:00,LARCENY-THEFT,WAREHOUSE / FACTORY
01/17/2023 14:11,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK
01/17/2023 14:25,LARCENY-THEFT,APARTMENT
01/17/2023 14:45,AGGRAVATED ASSAULT,SCHOOL-ELEMENTARY/SECONDARY
01/17/2023 14:45,LARCENY-THEFT,BUS STOP
01/17/2023 15:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/17/2023 15:07,LARCENY-THEFT,UNKNOWN
01/17/2023 15:16,LARCENY-THEFT,OTHER
01/17/2023 15:30,DRUG OFFENSE,OTHER
01/17/2023 15:34,DRUG OFFENSE,APARTMENT
01/17/2023 16:00,LARCENY-THEFT,APARTMENT
01/17/2023 16:00,MOTOR VEHICLE THEFT,APARTMENT
01/17/2023 16:00,LARCENY-THEFT,VEHICLE
01/17/2023 16:00,MOTOR VEHICLE THEFT,DRIVEWAY
01/17/2023 16:14,LARCENY-THEFT,RETAIL BUSINESS
01/17/2023 16:15,DRUG OFFENSE,OTHER
01/17/2023 16:31,AGGRAVATED ASSAULT,DRIVEWAY
01/17/2023 16:35,LARCENY-THEFT,GROCERY / SUPER MARKET
01/17/2023 16:38,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK
01/17/2023 16:54,AGGRAVATED ASSAULT,APARTMENT
01/18/2023 8:05,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK
01/18/2023 8:30,BURGLARY,SINGLE FAMILY HOUSE
01/18/2023 8:46,MOTOR VEHICLE THEFT,CHILD CARE / DAY CARE
01/18/2023 8:50,DRUG OFFENSE,VEHICLE
01/18/2023 8:50,LARCENY-THEFT,GARAGE
01/18/2023 9:21,DRUG OFFENSE,VEHICLE
01/18/2023 9:24,DRUG OFFENSE,PARKING LOT
01/18/2023 10:00,LARCENY-THEFT,VEHICLE
01/18/2023 10:00,AGGRAVATED ASSAULT,VEHICLE
01/18/2023 10:21,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK
01/18/2023 10:30,AGGRAVATED ASSAULT,BUS STOP
01/18/2023 10:30,DRUG OFFENSE,FAST FOOD STORE
01/18/2023 10:36,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/18/2023 10:57,LARCENY-THEFT,VEHICLE
01/18/2023 11:00,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/18/2023 11:05,AGGRAVATED ASSAULT,APARTMENT
01/18/2023 11:30,LARCENY-THEFT,GROCERY / SUPER MARKET
01/18/2023 11:45,LARCENY-THEFT,DRUG STORE
01/18/2023 11:52,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/18/2023 12:00,LARCENY-THEFT,OTHER
01/18/2023 12:00,MOTOR VEHICLE THEFT,APARTMENT
01/18/2023 12:00,MOTOR VEHICLE THEFT,APARTMENT
01/18/2023 12:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/18/2023 12:00,LARCENY-THEFT,APARTMENT
01/18/2023 12:00,LARCENY-THEFT,OTHER
01/18/2023 12:04,LARCENY-THEFT,APARTMENT
01/18/2023 12:30,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/18/2023 12:30,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK
01/18/2023 12:39,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/18/2023 13:00,MOTOR VEHICLE THEFT,HOTEL / MOTEL
01/18/2023 13:00,LARCENY-THEFT,VEHICLE
01/18/2023 13:30,LARCENY-THEFT,APARTMENT
01/18/2023 13:36,DRUG OFFENSE,LOAN / FINANCE COMPANY
01/18/2023 13:40,LARCENY-THEFT,OTHER
01/18/2023 13:58,DRUG OFFENSE,SCHOOL-ELEMENTARY/SECONDARY
01/18/2023 14:00,LARCENY-THEFT,PARKING LOT
01/18/2023 14:00,BURGLARY,SINGLE FAMILY HOUSE
01/18/2023 14:00,LARCENY-THEFT,APARTMENT
01/18/2023 14:07,LARCENY-THEFT,RETAIL BUSINESS
01/18/2023 14:12,AGGRAVATED ASSAULT,GAS / SERVICE STATION
01/18/2023 14:22,AGGRAVATED ASSAULT,HOTEL / MOTEL
01/18/2023 14:24,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/18/2023 14:28,LARCENY-THEFT,SPECIALTY STORE
01/18/2023 14:42,BURGLARY,APARTMENT
01/18/2023 14:50,LARCENY-THEFT,PARKING LOT
01/18/2023 14:52,ROBBERY,STREET / ROADWAY / SIDEWALK
01/18/2023 15:06,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/18/2023 15:13,AGGRAVATED ASSAULT,SPECIALTY STORE
01/18/2023 15:14,ROBBERY,CONVENIENCE MARKET / STORE
01/18/2023 15:38,AGGRAVATED ASSAULT,CONVENIENCE MARKET / STORE
01/18/2023 16:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/18/2023 16:00,LARCENY-THEFT,OFFICE / COMMERCIAL BUILDING
01/18/2023 16:00,MOTOR VEHICLE THEFT,APARTMENT
01/18/2023 16:00,DRUG OFFENSE,OTHER
01/18/2023 16:00,LARCENY-THEFT,APARTMENT
01/18/2023 16:00,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/18/2023 16:30,DRUG OFFENSE,BUS STOP
01/18/2023 16:47,AGGRAVATED ASSAULT,APARTMENT
01/18/2023 16:56,LARCENY-THEFT,SPECIALTY STORE
01/19/2023 8:23,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/19/2023 8:28,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/19/2023 8:30,LARCENY-THEFT,VEHICLE
01/19/2023 8:30,BURGLARY,RENTAL STORAGE / FACILITY
01/19/2023 9:22,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK
01/19/2023 9:45,LARCENY-THEFT,RETAIL BUSINESS
01/19/2023 10:00,LARCENY-THEFT,APARTMENT
01/19/2023 10:00,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK
01/19/2023 10:30,LARCENY-THEFT,OTHER
01/19/2023 10:50,BURGLARY,STOREROOM/SHED (RESIDENTIAL)
01/19/2023 10:54,AGGRAVATED ASSAULT,GAS / SERVICE STATION
01/19/2023 11:00,LARCENY-THEFT,OTHER
01/19/2023 11:15,LARCENY-THEFT,SPECIALTY STORE
01/19/2023 11:25,LARCENY-THEFT,SPECIALTY STORE
01/19/2023 11:29,ARSON,
01/19/2023 11:30,MOTOR VEHICLE THEFT,CONVENIENCE MARKET / STORE
01/19/2023 12:00,MOTOR VEHICLE THEFT,SHOPPING MALL
01/19/2023 12:16,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/19/2023 12:45,LARCENY-THEFT,PARKING LOT
01/19/2023 12:55,LARCENY-THEFT,CONDO / TOWNHOUSE
01/19/2023 13:00,LARCENY-THEFT,APARTMENT
01/19/2023 13:00,ROBBERY,PARKING LOT
01/19/2023 13:00,BURGLARY,MOBILE HOME
01/19/2023 13:14,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/19/2023 13:27,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/19/2023 13:52,LARCENY-THEFT,GROCERY / SUPER MARKET
01/19/2023 14:00,LARCENY-THEFT,DRIVEWAY
01/19/2023 14:15,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/19/2023 14:20,LARCENY-THEFT,GROCERY / SUPER MARKET
01/19/2023 14:25,DRUG OFFENSE,VEHICLE
01/19/2023 14:25,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/19/2023 14:45,ROBBERY,PARKING LOT
01/19/2023 14:46,LARCENY-THEFT,APARTMENT
01/19/2023 14:50,LARCENY-THEFT,APARTMENT
01/19/2023 14:54,BURGLARY,SINGLE FAMILY HOUSE
01/19/2023 15:00,BURGLARY,SINGLE FAMILY HOUSE
01/19/2023 15:00,LARCENY-THEFT,PARKING LOT
01/19/2023 15:00,MOTOR VEHICLE THEFT,APARTMENT
01/19/2023 15:00,LARCENY-THEFT,PARKING LOT
01/19/2023 15:00,BURGLARY,OFFICE / COMMERCIAL BUILDING
01/19/2023 15:00,LARCENY-THEFT,APARTMENT
01/19/2023 15:00,ROBBERY,GROCERY / SUPER MARKET
01/19/2023 15:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/19/2023 15:00,AGGRAVATED ASSAULT,APARTMENT
01/19/2023 15:29,AGGRAVATED ASSAULT,PARK / PLAYGROUND
01/19/2023 15:30,LARCENY-THEFT,PARKING LOT
01/19/2023 15:36,DRUG OFFENSE,ALLEY
01/19/2023 15:45,BURGLARY,SINGLE FAMILY HOUSE
01/19/2023 15:48,DRUG OFFENSE,VEHICLE
01/19/2023 15:55,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/19/2023 16:00,AGGRAVATED ASSAULT,SCHOOL-ELEMENTARY/SECONDARY
01/19/2023 16:00,LARCENY-THEFT,APARTMENT
01/19/2023 16:10,LARCENY-THEFT,SPECIALTY STORE
01/19/2023 16:17,LARCENY-THEFT,CONSTRUCTION SITE
01/19/2023 16:30,LARCENY-THEFT,PARKING LOT
01/19/2023 16:30,LARCENY-THEFT,CONSTRUCTION SITE
01/19/2023 16:30,LARCENY-THEFT,DRIVEWAY
01/19/2023 16:50,ROBBERY,STREET / ROADWAY / SIDEWALK
01/19/2023 16:52,DRUG OFFENSE,ALLEY
01/20/2023 8:50,ROBBERY,STREET / ROADWAY / SIDEWALK
01/20/2023 9:00,LARCENY-THEFT,OFFICE / COMMERCIAL BUILDING
01/20/2023 9:00,LARCENY-THEFT,PARKING LOT
01/20/2023 9:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/20/2023 9:13,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/20/2023 9:43,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/20/2023 9:45,LARCENY-THEFT,PARKING LOT
01/20/2023 10:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/20/2023 10:00,LARCENY-THEFT,APARTMENT
01/20/2023 10:16,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK
01/20/2023 10:30,LARCENY-THEFT,PARKING LOT
01/20/2023 11:00,LARCENY-THEFT,APARTMENT
01/20/2023 11:00,BURGLARY,RENTAL STORAGE / FACILITY
01/20/2023 11:11,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/20/2023 11:23,LARCENY-THEFT,SCHOOL-ELEMENTARY/SECONDARY
01/20/2023 11:30,AGGRAVATED ASSAULT,DEPARTMENT / DISCOUNT STORE
01/20/2023 11:30,LARCENY-THEFT,RENTAL STORAGE / FACILITY
01/20/2023 11:53,DRUG OFFENSE,SINGLE FAMILY HOUSE
01/20/2023 12:00,MOTOR VEHICLE THEFT,SINGLE FAMILY HOUSE
01/20/2023 12:01,BURGLARY,SINGLE FAMILY HOUSE
01/20/2023 12:01,LARCENY-THEFT,BAR / LOUNG / NIGHT CLUB
01/20/2023 12:06,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/20/2023 12:15,LARCENY-THEFT,APARTMENT
01/20/2023 12:29,LARCENY-THEFT,APARTMENT
01/20/2023 12:30,LARCENY-THEFT,DRUG STORE
01/20/2023 13:00,LARCENY-THEFT,CONDO / TOWNHOUSE
01/20/2023 13:00,BURGLARY,APARTMENT
01/20/2023 13:20,LARCENY-THEFT,SPECIALTY STORE
01/20/2023 13:25,ROBBERY,STREET / ROADWAY / SIDEWALK
01/20/2023 13:25,AGGRAVATED ASSAULT,APARTMENT
01/20/2023 13:30,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK
01/20/2023 13:50,LARCENY-THEFT,DRUG STORE
01/20/2023 13:57,RAPE,STREET / ROADWAY / SIDEWALK
01/20/2023 14:15,DRUG OFFENSE,OFFICE / COMMERCIAL BUILDING
01/20/2023 14:22,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/20/2023 14:30,DRUG OFFENSE,RESTAURANT
01/20/2023 14:30,MOTOR VEHICLE THEFT,APARTMENT
01/20/2023 14:38,AGGRAVATED ASSAULT,PARK / PLAYGROUND
01/20/2023 14:42,LARCENY-THEFT,GROCERY / SUPER MARKET
01/20/2023 14:45,BURGLARY,APARTMENT
01/20/2023 14:55,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/20/2023 15:13,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK
01/20/2023 15:25,LARCENY-THEFT,VEHICLE
01/20/2023 15:38,LARCENY-THEFT,APARTMENT
01/20/2023 16:00,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK
01/20/2023 16:00,LARCENY-THEFT,SCHOOL-COLLEGE/UNIVERSITY
01/20/2023 16:05,DRUG OFFENSE,PARKING LOT
01/20/2023 16:17,DRUG OFFENSE,BUS STOP
01/20/2023 16:19,LARCENY-THEFT,VEHICLE
01/20/2023 16:30,AGGRAVATED ASSAULT,RESTAURANT
01/20/2023 16:30,LARCENY-THEFT,SPECIALTY STORE
01/20/2023 16:49,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/20/2023 16:56,LARCENY-THEFT,APARTMENT
01/21/2023 8:11,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/21/2023 8:11,BURGLARY,FAST FOOD STORE
01/21/2023 8:24,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/21/2023 8:50,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/21/2023 9:00,LARCENY-THEFT,VEHICLE
01/21/2023 9:10,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK
01/21/2023 10:00,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK
01/21/2023 10:00,LARCENY-THEFT,APARTMENT
01/21/2023 10:30,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/21/2023 10:30,BURGLARY,APARTMENT
01/21/2023 10:30,LARCENY-THEFT,SHELTER-MISSION/HOMELESS
01/21/2023 10:45,LARCENY-THEFT,VEHICLE
01/21/2023 10:53,LARCENY-THEFT,OTHER
01/21/2023 11:00,LARCENY-THEFT,VEHICLE
01/21/2023 11:14,LARCENY-THEFT,RETAIL BUSINESS
01/21/2023 11:20,DRUG OFFENSE,BUS STOP
01/21/2023 11:45,LARCENY-THEFT,APARTMENT
01/21/2023 12:00,MOTOR VEHICLE THEFT,APARTMENT
01/21/2023 12:00,AGGRAVATED ASSAULT,RESTAURANT
01/21/2023 12:00,MOTOR VEHICLE THEFT,APARTMENT
01/21/2023 12:00,BURGLARY,SINGLE FAMILY HOUSE
01/21/2023 12:00,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK
01/21/2023 12:00,LARCENY-THEFT,GROCERY / SUPER MARKET
01/21/2023 12:01,ARSON,RETAIL BUSINESS
01/21/2023 12:30,BURGLARY,OFFICE / COMMERCIAL BUILDING
01/21/2023 13:06,LARCENY-THEFT,WAREHOUSE / FACTORY
01/21/2023 13:30,LARCENY-THEFT,VEHICLE
01/21/2023 13:33,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
