OCCURRED ON,UCR CRIME CATEGORY,PREMISE TYPE
01/07/2024 0:00,BURGLARY,SINGLE FAMILY HOUSE
01/07/2024 0:00,ARSON,
01/07/2024 0:00,DRUG OFFENSE,RETAIL BUSINESS
01/07/2024 0:15,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/07/2024 0:20,BURGLARY,APARTMENT
01/07/2024 0:29,AGGRAVATED ASSAULT,SHOPPING MALL
01/07/2024 1:00,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK
01/07/2024 1:00,ROBBERY,STREET / ROADWAY / SIDEWALK
01/07/2024 1:28,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK
01/07/2024 1:30,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/07/2024 1:50,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK
01/07/2024 2:00,ROBBERY,DRUG STORE
01/07/2024 2:00,RAPE,VEHICLE
01/07/2024 2:00,AGGRAVATED ASSAULT,APARTMENT
01/07/2024 2:00,RAPE,SINGLE FAMILY HOUSE
01/07/2024 2:10,AGGRAVATED ASSAULT,APARTMENT
01/07/2024 2:22,MOTOR VEHICLE THEFT,AUTO DEALERSHIP NEW/USED
01/07/2024 3:00,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK
01/07/2024 3:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/07/2024 3:00,BURGLARY,APARTMENT
01/07/2024 3:04,LARCENY-THEFT,GROCERY / SUPER MARKET
01/07/2024 3:19,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK
01/07/2024 3:35,ROBBERY,CONVENIENCE MARKET / STORE
01/07/2024 3:39,MOTOR VEHICLE THEFT,CONVENIENCE MARKET / STORE
01/07/2024 4:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/07/2024 4:11,BURGLARY,SPECIALTY STORE
01/07/2024 5:00,LARCENY-THEFT,APARTMENT
01/07/2024 20:00,LARCENY-THEFT,VEHICLE
01/07/2024 20:00,LARCENY-THEFT,DRIVEWAY
01/07/2024 20:00,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK
01/07/2024 20:00,LARCENY-THEFT,FENCED RESIDENTIAL YARD
01/07/2024 20:00,LARCENY-THEFT,GROCERY / SUPER MARKET
01/07/2024 20:00,LARCENY-THEFT,APARTMENT
01/07/2024 20:30,MOTOR VEHICLE THEFT,APARTMENT
01/07/2024 20:30,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/07/2024 20:54,ARSON,CONDO / TOWNHOUSE
01/07/2024 20:57,LARCENY-THEFT,VEHICLE
01/07/2024 21:00,LARCENY-THEFT,DRIVEWAY
01/07/2024 21:00,LARCENY-THEFT,APARTMENT
01/07/2024 21:00,LARCENY-THEFT,PARKING LOT
01/07/2024 21:04,DRUG OFFENSE,GARAGE
01/07/2024 21:09,AGGRAVATED ASSAULT,LIGHT RAIL FACILITY
01/07/2024 21:10,DRUG OFFENSE,VEHICLE
01/07/2024 21:53,RAPE,GROUP HOME
01/07/2024 22:00,LARCENY-THEFT,APARTMENT
01/07/2024 22:00,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK
01/07/2024 22:00,BURGLARY,STOREROOM/SHED (COMMERCIAL)
01/07/2024 22:28,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/07/2024 22:30,AGGRAVATED ASSAULT,SINGLE FAMILY HOUSE
01/07/2024 22:30,LARCENY-THEFT,FENCED COMMERCIAL YARD
01/07/2024 22:35,MURDER AND NON-NEGLIGENT MANSLAUGHTER,SINGLE FAMILY HOUSE
01/07/2024 22:40,LARCENY-THEFT,OPEN SPACE / DESERT
01/07/2024 22:56,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK
01/07/2024 22:59,MOTOR VEHICLE THEFT,APARTMENT
01/07/2024 23:00,LARCENY-THEFT,APARTMENT
01/07/2024 23:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/07/2024 23:00,BURGLARY,SPECIALTY STORE
01/07/2024 23:44,LARCENY-THEFT,FENCED RESIDENTIAL YARD
01/08/2024 0:00,LARCENY-THEFT,FENCED RESIDENTIAL YARD
01/08/2024 0:00,DRUG OFFENSE,PARKING LOT
01/08/2024 0:00,DRUG OFFENSE,ALLEY
01/08/2024 0:00,LARCENY-THEFT,APARTMENT
01/08/2024 0:00,BURGLARY,RENTAL STORAGE / FACILITY
01/08/2024 0:00,LARCENY-THEFT,SPECIALTY STORE
01/08/2024 0:00,DRUG OFFENSE,BUS STOP
01/08/2024 0:00,BURGLARY,RENTAL STORAGE / FACILITY
01/08/2024 0:00,LARCENY-THEFT,FENCED COMMERCIAL YARD
01/08/2024 0:00,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/08/2024 0:00,RAPE,HOSPITAL
01/08/2024 0:14,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/08/2024 0:20,ROBBERY,DRIVEWAY
01/08/2024 0:25,AGGRAVATED ASSAULT,APARTMENT
01/08/2024 0:30,BURGLARY,APARTMENT
01/08/2024 1:52,BURGLARY,OFFICE / COMMERCIAL BUILDING
01/08/2024 2:00,ROBBERY,PARKING LOT
01/08/2024 2:00,MOTOR VEHICLE THEFT,APARTMENT
01/08/2024 3:30,ROBBERY,STREET / ROADWAY / SIDEWALK
01/08/2024 3:41,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK
01/08/2024 3:51,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK
01/08/2024 3:59,AGGRAVATED ASSAULT,UNKNOWN
01/08/2024 4:01,LARCENY-THEFT,OFFICE / COMMERCIAL BUILDING
01/08/2024 4:02,LARCENY-THEFT,MOBILE HOME
01/08/2024 4:05,ROBBERY,CONVENIENCE MARKET / STORE
01/08/2024 5:00,LARCENY-THEFT,CHURCH / SYNAGOGUE / TEMPLE / MOSQUE
01/08/2024 20:00,MOTOR VEHICLE THEFT,PARK / PLAYGROUND
01/08/2024 20:03,LARCENY-THEFT,GAS / SERVICE STATION
01/08/2024 20:06,AGGRAVATED ASSAULT,APARTMENT
01/08/2024 20:57,AGGRAVATED ASSAULT,FAST FOOD STORE
01/08/2024 21:00,MOTOR VEHICLE THEFT,APARTMENT
01/08/2024 21:00,LARCENY-THEFT,AIRPORT
01/08/2024 21:00,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK
01/08/2024 21:04,AGGRAVATED ASSAULT,APARTMENT
01/08/2024 21:30,MOTOR VEHICLE THEFT,APARTMENT
01/08/2024 22:00,LARCENY-THEFT,DRIVEWAY
01/08/2024 22:00,LARCENY-THEFT,VEHICLE
01/08/2024 22:00,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK
01/08/2024 22:45,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/08/2024 23:04,LARCENY-THEFT,DRUG STORE
01/08/2024 23:30,LARCENY-THEFT,CHURCH / SYNAGOGUE / TEMPLE / MOSQUE
01/08/2024 23:59,LARCENY-THEFT,FENCED RESIDENTIAL YARD
01/09/2024 0:00,DRUG OFFENSE,BUS STOP
01/09/2024 0:00,BURGLARY,APARTMENT
01/09/2024 0:00,RAPE,APARTMENT
01/09/2024 0:00,MOTOR VEHICLE THEFT,PARKING LOT
01/09/2024 0:00,LARCENY-THEFT,RETAIL BUSINESS
01/09/2024 0:00,LARCENY-THEFT,HOSPITAL
01/09/2024 0:00,MOTOR VEHICLE THEFT,HOTEL / MOTEL
01/09/2024 0:00,BURGLARY,SINGLE FAMILY HOUSE
01/09/2024 0:01,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK
01/09/2024 0:30,DRUG OFFENSE,APARTMENT
01/09/2024 1:30,LARCENY-THEFT,FENCED COMMERCIAL YARD
01/09/2024 1:30,LARCENY-THEFT,HOSPITAL
01/09/2024 3:06,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK
01/09/2024 3:30,LARCENY-THEFT,OTHER
01/09/2024 4:00,LARCENY-THEFT,APARTMENT
01/09/2024 4:12,BURGLARY,SPECIALTY STORE
01/09/2024 4:25,ROBBERY,CONVENIENCE MARKET / STORE
01/09/2024 4:43,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/09/2024 4:45,ARSON,
01/09/2024 20:00,LARCENY-THEFT,GROCERY / SUPER MARKET
01/09/2024 20:00,MURDER AND NON-NEGLIGENT MANSLAUGHTER,SINGLE FAMILY HOUSE
01/09/2024 20:00,LARCENY-THEFT,PARKING LOT
01/09/2024 20:00,MOTOR VEHICLE THEFT,PARKING LOT
01/09/2024 20:00,MOTOR VEHICLE THEFT,APARTMENT
01/09/2024 20:15,LARCENY-THEFT,RETAIL BUSINESS
01/09/2024 20:41,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK
01/09/2024 20:49,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/09/2024 21:00,MOTOR VEHICLE THEFT,APARTMENT
01/09/2024 21:00,MOTOR VEHICLE THEFT,DRIVEWAY
01/09/2024 21:00,LARCENY-THEFT,APARTMENT
01/09/2024 21:00,MOTOR VEHICLE THEFT,APARTMENT
01/09/2024 21:30,AGGRAVATED ASSAULT,SINGLE FAMILY HOUSE
01/09/2024 22:00,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK
01/09/2024 22:00,LARCENY-THEFT,MOBILE HOME
01/09/2024 22:00,AGGRAVATED ASSAULT,BUS STOP
01/09/2024 22:30,LARCENY-THEFT,FAST FOOD STORE
01/09/2024 22:30,BURGLARY,DEPARTMENT / DISCOUNT STORE
01/09/2024 22:30,MOTOR VEHICLE THEFT,APARTMENT
01/09/2024 22:30,MOTOR VEHICLE THEFT,APARTMENT
01/09/2024 22:35,AGGRAVATED ASSAULT,APARTMENT
01/09/2024 22:47,MOTOR VEHICLE THEFT,APARTMENT
01/09/2024 22:56,DRUG OFFENSE,VEHICLE
01/09/2024 22:58,ARSON,MOBILE HOME
01/09/2024 23:09,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK
01/09/2024 23:16,BURGLARY,DRUG STORE
01/09/2024 23:45,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/10/2024 0:00,LARCENY-THEFT,APARTMENT
01/10/2024 0:00,MOTOR VEHICLE THEFT,AUTO DEALERSHIP NEW/USED
01/10/2024 0:00,LARCENY-THEFT,PARKING LOT
01/10/2024 0:00,BURGLARY,APARTMENT
01/10/2024 0:00,LARCENY-THEFT,OFFICE / COMMERCIAL BUILDING
01/10/2024 0:00,LARCENY-THEFT,SPECIALTY STORE
01/10/2024 0:00,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/10/2024 0:00,LARCENY-THEFT,PARKING LOT
01/10/2024 0:00,MOTOR VEHICLE THEFT,APARTMENT
01/10/2024 0:00,LARCENY-THEFT,APARTMENT
01/10/2024 0:00,DRUG OFFENSE,VEHICLE
01/10/2024 0:00,ARSON,
01/10/2024 0:00,ARSON,
01/10/2024 0:00,LARCENY-THEFT,OFFICE / COMMERCIAL BUILDING
01/10/2024 0:00,BURGLARY,NURSING CARE
01/10/2024 0:00,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/10/2024 0:00,LARCENY-THEFT,PARKING LOT
01/10/2024 0:01,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/10/2024 0:15,AGGRAVATED ASSAULT,APARTMENT
01/10/2024 0:17,DRUG OFFENSE,VEHICLE
01/10/2024 1:00,LARCENY-THEFT,PARKING LOT
01/10/2024 1:35,DRUG OFFENSE,SINGLE FAMILY HOUSE
01/10/2024 2:00,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK
01/10/2024 2:00,MOTOR VEHICLE THEFT,PARKING LOT
01/10/2024 2:53,BURGLARY,SPECIALTY STORE
01/10/2024 4:20,BURGLARY,SPECIALTY STORE
01/10/2024 4:45,LARCENY-THEFT,PARKING LOT
01/10/2024 5:00,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK
01/10/2024 20:00,MOTOR VEHICLE THEFT,SINGLE FAMILY HOUSE
01/10/2024 20:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/10/2024 20:00,LARCENY-THEFT,APARTMENT
01/10/2024 20:00,LARCENY-THEFT,DRIVEWAY
01/10/2024 20:00,LARCENY-THEFT,OTHER
01/10/2024 20:09,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK
01/10/2024 20:21,LARCENY-THEFT,APARTMENT
01/10/2024 20:42,LARCENY-THEFT,OFFICE / COMMERCIAL BUILDING
01/10/2024 20:58,LARCENY-THEFT,DRUG STORE
01/10/2024 21:12,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/10/2024 21:30,AGGRAVATED ASSAULT,APARTMENT
01/10/2024 21:37,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/10/2024 21:44,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/10/2024 22:00,MOTOR VEHICLE THEFT,SINGLE FAMILY HOUSE
01/10/2024 22:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/10/2024 22:15,AGGRAVATED ASSAULT,SINGLE FAMILY HOUSE
01/10/2024 22:27,LARCENY-THEFT,ALLEY
01/10/2024 22:57,DRUG OFFENSE,VEHICLE
01/10/2024 23:00,LARCENY-THEFT,APARTMENT
01/10/2024 23:00,AGGRAVATED ASSAULT,MOBILE HOME
01/10/2024 23:00,LARCENY-THEFT,VEHICLE
01/10/2024 23:29,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK
01/10/2024 23:59,RAPE,HOSPITAL
01/11/2024 0:00,BURGLARY,RENTAL STORAGE / FACILITY
01/11/2024 0:00,DRUG OFFENSE,OTHER
01/11/2024 0:00,DRUG OFFENSE,GAS / SERVICE STATION
01/11/2024 0:00,DRUG OFFENSE,VEHICLE
01/11/2024 0:00,LARCENY-THEFT,PARKING LOT
01/11/2024 0:00,LARCENY-THEFT,VEHICLE
01/11/2024 0:00,ARSON,
01/11/2024 0:00,RAPE,HOTEL / MOTEL
01/11/2024 0:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/11/2024 0:00,BURGLARY,SINGLE FAMILY HOUSE
01/11/2024 0:00,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK
01/11/2024 0:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/11/2024 0:00,BURGLARY,SINGLE FAMILY HOUSE
01/11/2024 0:00,LARCENY-THEFT,OTHER
01/11/2024 0:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/11/2024 0:00,DRUG OFFENSE,RETAIL BUSINESS
01/11/2024 0:00,LARCENY-THEFT,PARKING LOT
01/11/2024 0:01,LARCENY-THEFT,FENCED RESIDENTIAL YARD
01/11/2024 0:01,LARCENY-THEFT,FENCED RESIDENTIAL YARD
01/11/2024 0:47,RAPE,SINGLE FAMILY HOUSE
01/11/2024 1:00,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK
01/11/2024 1:28,MOTOR VEHICLE THEFT,CONSTRUCTION SITE
01/11/2024 1:32,LARCENY-THEFT,OTHER
01/11/2024 2:00,RAPE,STREET / ROADWAY / SIDEWALK
01/11/2024 2:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/11/2024 2:00,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/11/2024 3:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/11/2024 3:30,RAPE,HOTEL / MOTEL
01/11/2024 3:55,BURGLARY,SPECIALTY STORE
01/11/2024 4:01,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/11/2024 4:57,ARSON,CONDO / TOWNHOUSE
01/11/2024 20:00,LARCENY-THEFT,HOSPITAL
01/11/2024 20:10,ROBBERY,DEPARTMENT / DISCOUNT STORE
01/11/2024 20:14,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/11/2024 20:24,AGGRAVATED ASSAULT,APARTMENT
01/11/2024 20:30,AGGRAVATED ASSAULT,APARTMENT
01/11/2024 20:30,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/11/2024 20:42,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/11/2024 20:46,LARCENY-THEFT,SPECIALTY STORE
01/11/2024 21:10,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/11/2024 22:00,LARCENY-THEFT,SHELTER-MISSION/HOMELESS
01/11/2024 22:00,ROBBERY,VEHICLE
01/11/2024 22:00,LARCENY-THEFT,PARKING LOT
01/11/2024 22:00,MOTOR VEHICLE THEFT,SINGLE FAMILY HOUSE
01/11/2024 22:00,LARCENY-THEFT,APARTMENT
01/11/2024 22:30,BURGLARY,APARTMENT
01/11/2024 23:00,MOTOR VEHICLE THEFT,APARTMENT
01/11/2024 23:00,BURGLARY,APARTMENT
01/11/2024 23:10,ROBBERY,SPECIALTY STORE
01/11/2024 23:45,BURGLARY,SPECIALTY STORE
01/11/2024 23:52,LARCENY-THEFT,APARTMENT
01/11/2024 23:52,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/12/2024 0:00,LARCENY-THEFT,VEHICLE
01/12/2024 0:00,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK
01/12/2024 0:00,LARCENY-THEFT,APARTMENT
01/12/2024 0:00,DRUG OFFENSE,VEHICLE
01/12/2024 0:00,DRUG OFFENSE,CONVENIENCE MARKET / STORE
01/12/2024 0:00,DRUG OFFENSE,SCHOOL-COLLEGE/UNIVERSITY
01/12/2024 0:00,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/12/2024 0:00,LARCENY-THEFT,UNKNOWN
01/12/2024 0:00,BURGLARY,LIQUOR STORE
01/12/2024 0:00,LARCENY-THEFT,APARTMENT
01/12/2024 0:00,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK
01/12/2024 0:00,LARCENY-THEFT,WAREHOUSE / FACTORY
01/12/2024 0:00,RAPE,APARTMENT
01/12/2024 0:00,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK
01/12/2024 0:00,BURGLARY,SINGLE FAMILY HOUSE
01/12/2024 0:00,MOTOR VEHICLE THEFT,APARTMENT
01/12/2024 0:10,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/12/2024 0:30,MOTOR VEHICLE THEFT,APARTMENT
01/12/2024 0:38,MOTOR VEHICLE THEFT,DEPARTMENT / DISCOUNT STORE
01/12/2024 1:00,LARCENY-THEFT,APARTMENT
01/12/2024 1:00,LARCENY-THEFT,APARTMENT
01/12/2024 1:11,LARCENY-THEFT,FENCED RESIDENTIAL YARD
01/12/2024 1:15,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/12/2024 1:43,DRUG OFFENSE,OPEN SPACE / DESERT
01/12/2024 2:00,LARCENY-THEFT,PARKING LOT
01/12/2024 2:02,DRUG OFFENSE,VEHICLE
01/12/2024 2:40,BURGLARY,APARTMENT
01/12/2024 2:45,BURGLARY,GARAGE
01/12/2024 3:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/12/2024 3:00,MOTOR VEHICLE THEFT,DRIVEWAY
01/12/2024 3:15,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK
01/12/2024 3:30,LARCENY-THEFT,PARKING LOT
01/12/2024 4:00,BURGLARY,APARTMENT
01/12/2024 4:30,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/12/2024 20:00,MOTOR VEHICLE THEFT,DRIVEWAY
01/12/2024 20:00,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK
01/12/2024 20:07,AGGRAVATED ASSAULT,SINGLE FAMILY HOUSE
01/12/2024 20:20,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/12/2024 20:24,AGGRAVATED ASSAULT,SINGLE FAMILY HOUSE
01/12/2024 20:47,BURGLARY,RENTAL STORAGE / FACILITY
01/12/2024 21:00,BURGLARY,APARTMENT
01/12/2024 21:00,MOTOR VEHICLE THEFT,DRIVEWAY
01/12/2024 21:00,BURGLARY,RENTAL STORAGE / FACILITY
01/12/2024 21:00,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK
01/12/2024 21:30,LARCENY-THEFT,PARKING LOT
01/12/2024 21:44,ARSON,
01/12/2024 22:00,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK
01/12/2024 22:00,MOTOR VEHICLE THEFT,APARTMENT
01/12/2024 22:00,MOTOR VEHICLE THEFT,APARTMENT
01/12/2024 22:07,AGGRAVATED ASSAULT,SINGLE FAMILY HOUSE
01/12/2024 22:21,AGGRAVATED ASSAULT,APARTMENT
01/12/2024 22:30,MOTOR VEHICLE THEFT,APARTMENT
01/12/2024 23:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/12/2024 23:00,LARCENY-THEFT,APARTMENT
01/12/2024 23:00,LARCENY-THEFT,UNKNOWN
01/12/2024 23:08,BURGLARY,SINGLE FAMILY HOUSE
01/12/2024 23:15,LARCENY-THEFT,AIRPORT
01/12/2024 23:32,DRUG OFFENSE,ALLEY
01/13/2024 0:00,BURGLARY,APARTMENT
01/13/2024 0:00,LARCENY-THEFT,SCHOOL-ELEMENTARY/SECONDARY
01/13/2024 0:00,DRUG OFFENSE,CANAL / RIGHT-OF-WAY
01/13/2024 0:00,ARSON,SINGLE FAMILY HOUSE
01/13/2024 0:00,ARSON,
01/13/2024 0:00,ARSON,
01/13/2024 0:00,LARCENY-THEFT,RETAIL BUSINESS
01/13/2024 0:00,LARCENY-THEFT,HOTEL / MOTEL
01/13/2024 0:00,MOTOR VEHICLE THEFT,APARTMENT
01/13/2024 0:00,LARCENY-THEFT,CONDO / TOWNHOUSE
01/13/2024 0:00,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK
01/13/2024 0:00,BURGLARY,APARTMENT
01/13/2024 0:00,DRUG OFFENSE,ALLEY
01/13/2024 0:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/13/2024 0:00,LARCENY-THEFT,PARKING LOT
01/13/2024 0:00,BURGLARY,SINGLE FAMILY HOUSE
01/13/2024 0:00,LARCENY-THEFT,APARTMENT
01/13/2024 0:01,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/13/2024 0:01,LARCENY-THEFT,APARTMENT
01/13/2024 0:01,BURGLARY,SPECIALTY STORE
01/13/2024 0:05,LARCENY-THEFT,APARTMENT
01/13/2024 1:00,LARCENY-THEFT,PARKING LOT
01/13/2024 1:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/13/2024 1:00,LARCENY-THEFT,OTHER
01/13/2024 1:00,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK
01/13/2024 1:00,MOTOR VEHICLE THEFT,APARTMENT
01/13/2024 1:00,LARCENY-THEFT,VEHICLE
01/13/2024 1:30,AGGRAVATED ASSAULT,OTHER
01/13/2024 1:30,MOTOR VEHICLE THEFT,DRIVEWAY
01/13/2024 1:50,AGGRAVATED ASSAULT,BAR / LOUNG / NIGHT CLUB
01/13/2024 2:07,BURGLARY,SPECIALTY STORE
01/13/2024 2:20,LARCENY-THEFT,DRIVEWAY
01/13/2024 2:20,BURGLARY,APARTMENT
01/13/2024 2:40,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK
01/13/2024 3:00,RAPE,UNKNOWN
01/13/2024 3:22,ROBBERY,BUS STOP
01/13/2024 3:36,DRUG OFFENSE,CHURCH / SYNAGOGUE / TEMPLE / MOSQUE
01/13/2024 4:00,ROBBERY,FAST FOOD STORE
01/13/2024 4:06,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/13/2024 4:30,LARCENY-THEFT,APARTMENT
01/13/2024 20:11,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/13/2024 20:30,LARCENY-THEFT,GAS / SERVICE STATION
01/13/2024 20:37,LARCENY-THEFT,SPECIALTY STORE
01/13/2024 20:40,MOTOR VEHICLE THEFT,APARTMENT
01/13/2024 21:00,MOTOR VEHICLE THEFT,APARTMENT
01/13/2024 21:00,LARCENY-THEFT,VEHICLE
01/13/2024 21:15,BURGLARY,APARTMENT
01/13/2024 21:30,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK
01/13/2024 21:30,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK
01/13/2024 21:40,ROBBERY,STREET / ROADWAY / SIDEWALK
01/13/2024 22:00,MOTOR VEHICLE THEFT,HOTEL / MOTEL
01/13/2024 22:00,MOTOR VEHICLE THEFT,APARTMENT
01/13/2024 22:11,DRUG OFFENSE,VEHICLE
01/13/2024 22:20,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/13/2024 22:30,LARCENY-THEFT,VEHICLE
01/13/2024 23:00,MOTOR VEHICLE THEFT,SINGLE FAMILY HOUSE
01/13/2024 23:00,AGGRAVATED ASSAULT,BAR / LOUNG / NIGHT CLUB
01/13/2024 23:26,BURGLARY,SPECIALTY STORE
01/13/2024 23:30,MOTOR VEHICLE THEFT,MOBILE HOME
01/13/2024 23:44,BURGLARY,SINGLE FAMILY HOUSE
01/13/2024 23:52,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/13/2024 23:58,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/14/2024 0:00,RAPE,PARK / PLAYGROUND
01/14/2024 0:00,MOTOR VEHICLE THEFT,VEHICLE
01/14/2024 0:00,LARCENY-THEFT,VEHICLE
01/14/2024 0:00,DRUG OFFENSE,PARKING LOT
01/14/2024 0:00,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK
01/14/2024 0:00,LARCENY-THEFT,VEHICLE
01/14/2024 0:00,LARCENY-THEFT,PARKING LOT
01/14/2024 0:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/14/2024 0:00,ARSON,
01/14/2024 0:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/14/2024 0:00,LARCENY-THEFT,DRIVEWAY
01/14/2024 0:00,LARCENY-THEFT,PARKING LOT
01/14/2024 0:00,LARCENY-THEFT,VEHICLE
01/14/2024 0:00,LARCENY-THEFT,PARKING LOT
01/14/2024 0:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/14/2024 0:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/14/2024 0:06,DRUG OFFENSE,VEHICLE
01/14/2024 0:07,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/14/2024 0:08,LARCENY-THEFT,OFFICE / COMMERCIAL BUILDING
01/14/2024 1:00,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK
01/14/2024 1:00,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK
01/14/2024 1:00,LARCENY-THEFT,APARTMENT
01/14/2024 1:00,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK
01/14/2024 1:00,MOTOR VEHICLE THEFT,APARTMENT
01/14/2024 1:00,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK
01/14/2024 1:11,AGGRAVATED ASSAULT,GAS / SERVICE STATION
01/14/2024 1:15,LARCENY-THEFT,PARKING LOT
01/14/2024 1:39,ROBBERY,CONVENIENCE MARKET / STORE
01/14/2024 1:46,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/14/2024 2:18,BURGLARY,DEPARTMENT / DISCOUNT STORE
01/14/2024 2:50,AGGRAVATED ASSAULT,APARTMENT
01/14/2024 3:00,MOTOR VEHICLE THEFT,APARTMENT
01/14/2024 3:00,MOTOR VEHICLE THEFT,APARTMENT
01/14/2024 3:00,MOTOR VEHICLE THEFT,APARTMENT
01/14/2024 3:30,LARCENY-THEFT,RESTAURANT
01/14/2024 3:35,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK
