LARCENY-THEFT DAY,BURGLARY DAY,MOTOR-VEHICLE THEFT DAY,AGGRAVATED ASSAULT DAY,DRUG OFFENSE,OTHER DAY,LARCENY-THEFT NIGHT,BURGLARY NIGHT,MOTOR-VEHICLE THEFT NIGHT,AGGRAVATED ASSAULT,DRUG OFFENSE  NIGHT,OTHER NIGHT
975,141,178,179,196,81,779,193,294,216,175,153
