OCCURRED NIGHT,UCR CRIME CATEGORY NIGHT,PREMISE TYPE NIGHT,OCCURRED DAY,UCR CRIME CATEGORY DAY,PREMISE TYPE DAY
01/07/2024 0:00,DRUG OFFENSE,PARK / PLAYGROUND,01/07/2023 15:25,MOTOR VEHICLE THEFT,SINGLE FAMILY HOUSE
01/07/2024 0:00,ARSON,ABANDONED/CONDEMNED STRUCTURE,01/07/2023 15:30,RAPE,HOTEL / MOTEL
01/07/2024 0:00,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK,01/07/2023 15:44,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/07/2024 0:00,MOTOR VEHICLE THEFT,APARTMENT,01/07/2023 15:45,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/07/2024 0:00,BURGLARY,SINGLE FAMILY HOUSE,01/07/2023 16:00,AGGRAVATED ASSAULT,SINGLE FAMILY HOUSE
01/07/2024 0:00,ARSON,,01/07/2023 16:10,LARCENY-THEFT,SPECIALTY STORE
01/07/2024 0:00,DRUG OFFENSE,RETAIL BUSINESS,01/07/2023 16:13,MOTOR VEHICLE THEFT,FENCED COMMERCIAL YARD
01/07/2024 0:15,LARCENY-THEFT,CONVENIENCE MARKET / STORE,01/07/2023 16:16,LARCENY-THEFT,SPECIALTY STORE
01/07/2024 0:20,BURGLARY,APARTMENT,01/07/2023 16:20,MOTOR VEHICLE THEFT,APARTMENT
01/07/2024 0:29,AGGRAVATED ASSAULT,SHOPPING MALL,01/07/2023 16:26,LARCENY-THEFT,PARKING GARAGE
01/07/2024 1:00,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK,01/07/2023 16:45,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK
01/07/2024 1:00,ROBBERY,STREET / ROADWAY / SIDEWALK,01/08/2023 8:25,LARCENY-THEFT,RESTAURANT
01/07/2024 1:28,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK,01/08/2023 8:30,LARCENY-THEFT,PARKING GARAGE
01/07/2024 1:30,LARCENY-THEFT,SINGLE FAMILY HOUSE,01/08/2023 8:39,RAPE,UNKNOWN
01/07/2024 1:50,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK,01/08/2023 8:49,LARCENY-THEFT,DRUG STORE
01/07/2024 2:00,ROBBERY,DRUG STORE,01/08/2023 9:00,LARCENY-THEFT,APARTMENT
01/07/2024 2:00,RAPE,VEHICLE,01/08/2023 9:25,LARCENY-THEFT,FENCED COMMERCIAL YARD
01/07/2024 2:00,AGGRAVATED ASSAULT,APARTMENT,01/08/2023 9:30,MOTOR VEHICLE THEFT,PARK / PLAYGROUND
01/07/2024 2:00,RAPE,SINGLE FAMILY HOUSE,01/08/2023 9:40,ROBBERY,PARK / PLAYGROUND
01/07/2024 2:10,AGGRAVATED ASSAULT,APARTMENT,01/08/2023 10:00,BURGLARY,APARTMENT
01/07/2024 2:22,MOTOR VEHICLE THEFT,AUTO DEALERSHIP NEW/USED,01/08/2023 10:30,AGGRAVATED ASSAULT,APARTMENT
01/07/2024 3:00,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK,01/08/2023 10:45,LARCENY-THEFT,GROCERY / SUPER MARKET
01/07/2024 3:00,LARCENY-THEFT,SINGLE FAMILY HOUSE,01/08/2023 11:00,AGGRAVATED ASSAULT,FENCED RESIDENTIAL YARD
01/07/2024 3:00,BURGLARY,APARTMENT,01/08/2023 11:12,LARCENY-THEFT,DRUG STORE
01/07/2024 3:04,LARCENY-THEFT,GROCERY / SUPER MARKET,01/08/2023 11:30,LARCENY-THEFT,CHURCH / SYNAGOGUE / TEMPLE / MOSQUE
01/07/2024 3:19,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK,01/08/2023 11:40,ROBBERY,LIQUOR STORE
01/07/2024 3:35,ROBBERY,CONVENIENCE MARKET / STORE,01/08/2023 11:50,AGGRAVATED ASSAULT,GROCERY / SUPER MARKET
01/07/2024 3:39,MOTOR VEHICLE THEFT,CONVENIENCE MARKET / STORE,01/08/2023 12:00,BURGLARY,SINGLE FAMILY HOUSE
01/07/2024 4:00,LARCENY-THEFT,SINGLE FAMILY HOUSE,01/08/2023 12:00,LARCENY-THEFT,ALLEY
01/07/2024 4:11,BURGLARY,SPECIALTY STORE,01/08/2023 12:00,AGGRAVATED ASSAULT,MOBILE HOME
01/07/2024 5:00,LARCENY-THEFT,APARTMENT,01/08/2023 12:22,BURGLARY,RENTAL STORAGE / FACILITY
01/07/2024 20:00,LARCENY-THEFT,VEHICLE,01/08/2023 12:30,LARCENY-THEFT,SPECIALTY STORE
01/07/2024 20:00,LARCENY-THEFT,DRIVEWAY,01/08/2023 12:35,LARCENY-THEFT,RETAIL BUSINESS
01/07/2024 20:00,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK,01/08/2023 12:46,LARCENY-THEFT,SPECIALTY STORE
01/07/2024 20:00,LARCENY-THEFT,FENCED RESIDENTIAL YARD,01/08/2023 13:00,AGGRAVATED ASSAULT,APARTMENT
01/07/2024 20:00,LARCENY-THEFT,GROCERY / SUPER MARKET,01/08/2023 13:00,MOTOR VEHICLE THEFT,APARTMENT
01/07/2024 20:00,LARCENY-THEFT,APARTMENT,01/08/2023 13:00,LARCENY-THEFT,APARTMENT
01/07/2024 20:30,MOTOR VEHICLE THEFT,APARTMENT,01/08/2023 13:08,AGGRAVATED ASSAULT,SINGLE FAMILY HOUSE
01/07/2024 20:30,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE,01/08/2023 13:19,LARCENY-THEFT,PARKING LOT
01/07/2024 20:54,ARSON,CONDO / TOWNHOUSE,01/08/2023 13:30,LARCENY-THEFT,PARKING LOT
01/07/2024 20:57,LARCENY-THEFT,VEHICLE,01/08/2023 13:46,AGGRAVATED ASSAULT,SINGLE FAMILY HOUSE
01/07/2024 21:00,LARCENY-THEFT,DRIVEWAY,01/08/2023 14:00,LARCENY-THEFT,PARKING LOT
01/07/2024 21:00,LARCENY-THEFT,APARTMENT,01/08/2023 14:11,LARCENY-THEFT,PARKING GARAGE
01/07/2024 21:00,LARCENY-THEFT,PARKING LOT,01/08/2023 14:22,LARCENY-THEFT,APARTMENT
01/07/2024 21:04,DRUG OFFENSE,GARAGE,01/08/2023 14:30,LARCENY-THEFT,SPECIALTY STORE
01/07/2024 21:09,AGGRAVATED ASSAULT,LIGHT RAIL FACILITY,01/08/2023 14:41,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/07/2024 21:10,DRUG OFFENSE,VEHICLE,01/08/2023 14:49,BURGLARY,CONDO / TOWNHOUSE
01/07/2024 21:53,RAPE,GROUP HOME,01/08/2023 14:56,LARCENY-THEFT,PARKING LOT
01/07/2024 22:00,LARCENY-THEFT,APARTMENT,01/08/2023 15:00,LARCENY-THEFT,OFFICE / COMMERCIAL BUILDING
01/07/2024 22:00,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK,01/08/2023 15:00,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/07/2024 22:00,BURGLARY,STOREROOM/SHED (COMMERCIAL),01/08/2023 15:00,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK
01/07/2024 22:28,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK,01/08/2023 15:06,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/07/2024 22:30,AGGRAVATED ASSAULT,SINGLE FAMILY HOUSE,01/08/2023 15:17,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/07/2024 22:30,LARCENY-THEFT,FENCED COMMERCIAL YARD,01/08/2023 15:30,MOTOR VEHICLE THEFT,APARTMENT
01/07/2024 22:35,MURDER AND NON-NEGLIGENT MANSLAUGHTER,SINGLE FAMILY HOUSE,01/08/2023 15:41,AGGRAVATED ASSAULT,ALLEY
01/07/2024 22:40,LARCENY-THEFT,OPEN SPACE / DESERT,01/08/2023 15:57,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/07/2024 22:56,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK,01/08/2023 16:18,AGGRAVATED ASSAULT,PARK / PLAYGROUND
01/07/2024 22:59,MOTOR VEHICLE THEFT,APARTMENT,01/08/2023 16:20,LARCENY-THEFT,SPECIALTY STORE
01/07/2024 23:00,LARCENY-THEFT,APARTMENT,01/08/2023 16:25,LARCENY-THEFT,SPECIALTY STORE
01/07/2024 23:00,LARCENY-THEFT,SINGLE FAMILY HOUSE,01/08/2023 16:30,DRUG OFFENSE,APARTMENT
01/07/2024 23:00,BURGLARY,SPECIALTY STORE,01/08/2023 16:30,LARCENY-THEFT,DRIVEWAY
01/07/2024 23:44,LARCENY-THEFT,FENCED RESIDENTIAL YARD,01/08/2023 16:30,MOTOR VEHICLE THEFT,GROCERY / SUPER MARKET
01/08/2024 0:00,LARCENY-THEFT,FENCED RESIDENTIAL YARD,01/08/2023 16:31,LARCENY-THEFT,PARKING LOT
01/08/2024 0:00,DRUG OFFENSE,PARKING LOT,01/08/2023 16:55,ROBBERY,STREET / ROADWAY / SIDEWALK
01/08/2024 0:00,DRUG OFFENSE,ALLEY,01/09/2023 8:15,LARCENY-THEFT,GARAGE / CARPORT
01/08/2024 0:00,LARCENY-THEFT,APARTMENT,01/09/2023 8:27,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/08/2024 0:00,BURGLARY,RENTAL STORAGE / FACILITY,01/09/2023 8:30,MOTOR VEHICLE THEFT,SINGLE FAMILY HOUSE
01/08/2024 0:00,LARCENY-THEFT,SPECIALTY STORE,01/09/2023 8:33,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/08/2024 0:00,DRUG OFFENSE,BUS STOP,01/09/2023 8:35,BURGLARY,SINGLE FAMILY HOUSE
01/08/2024 0:00,BURGLARY,RENTAL STORAGE / FACILITY,01/09/2023 9:00,DRUG OFFENSE,LIGHT RAIL PLATFORM
01/08/2024 0:00,LARCENY-THEFT,FENCED COMMERCIAL YARD,01/09/2023 9:08,LARCENY-THEFT,GOVERNMENT / PUBLIC BUILDING
01/08/2024 0:00,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE,01/09/2023 9:20,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/08/2024 0:00,RAPE,HOSPITAL,01/09/2023 9:35,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/08/2024 0:14,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK,01/09/2023 9:36,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/08/2024 0:20,ROBBERY,DRIVEWAY,01/09/2023 10:09,AGGRAVATED ASSAULT,AUTO DEALERSHIP NEW/USED
01/08/2024 0:25,AGGRAVATED ASSAULT,APARTMENT,01/09/2023 10:22,LARCENY-THEFT,DRUG STORE
01/08/2024 0:30,BURGLARY,APARTMENT,01/09/2023 10:30,LARCENY-THEFT,PARKING GARAGE
01/08/2024 1:52,BURGLARY,OFFICE / COMMERCIAL BUILDING,01/09/2023 10:35,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/08/2024 2:00,ROBBERY,PARKING LOT,01/09/2023 11:00,LARCENY-THEFT,APARTMENT
01/08/2024 2:00,MOTOR VEHICLE THEFT,APARTMENT,01/09/2023 11:00,BURGLARY,SINGLE FAMILY HOUSE
01/08/2024 3:30,ROBBERY,STREET / ROADWAY / SIDEWALK,01/09/2023 11:25,RAPE,VEHICLE
01/08/2024 3:41,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK,01/09/2023 11:40,LARCENY-THEFT,SPECIALTY STORE
01/08/2024 3:51,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK,01/09/2023 11:46,AGGRAVATED ASSAULT,SINGLE FAMILY HOUSE
01/08/2024 3:59,AGGRAVATED ASSAULT,UNKNOWN,01/09/2023 11:53,DRUG OFFENSE,ALLEY
01/08/2024 4:01,LARCENY-THEFT,OFFICE / COMMERCIAL BUILDING,01/09/2023 12:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/08/2024 4:02,LARCENY-THEFT,MOBILE HOME,01/09/2023 12:00,LARCENY-THEFT,OTHER
01/08/2024 4:05,ROBBERY,CONVENIENCE MARKET / STORE,01/09/2023 12:00,LARCENY-THEFT,HOTEL / MOTEL
01/08/2024 5:00,LARCENY-THEFT,CHURCH / SYNAGOGUE / TEMPLE / MOSQUE,01/09/2023 12:00,LARCENY-THEFT,OTHER
01/08/2024 20:00,MOTOR VEHICLE THEFT,PARK / PLAYGROUND,01/09/2023 12:04,LARCENY-THEFT,SPECIALTY STORE
01/08/2024 20:03,LARCENY-THEFT,GAS / SERVICE STATION,01/09/2023 12:10,DRUG OFFENSE,PARK / PLAYGROUND
01/08/2024 20:06,AGGRAVATED ASSAULT,APARTMENT,01/09/2023 12:18,LARCENY-THEFT,DRUG STORE
01/08/2024 20:57,AGGRAVATED ASSAULT,FAST FOOD STORE,01/09/2023 12:32,DRUG OFFENSE,ALLEY
01/08/2024 21:00,MOTOR VEHICLE THEFT,APARTMENT,01/09/2023 12:41,LARCENY-THEFT,OTHER
01/08/2024 21:00,LARCENY-THEFT,AIRPORT,01/09/2023 12:46,DRUG OFFENSE,OPEN SPACE / DESERT
01/08/2024 21:00,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK,01/09/2023 12:49,ROBBERY,PARKING LOT
01/08/2024 21:04,AGGRAVATED ASSAULT,APARTMENT,01/09/2023 12:56,LARCENY-THEFT,RETAIL BUSINESS
01/08/2024 21:30,MOTOR VEHICLE THEFT,APARTMENT,01/09/2023 13:00,BURGLARY,RENTAL STORAGE / FACILITY
01/08/2024 22:00,LARCENY-THEFT,DRIVEWAY,01/09/2023 13:00,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK
01/08/2024 22:00,LARCENY-THEFT,VEHICLE,01/09/2023 13:05,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/08/2024 22:00,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK,01/09/2023 13:15,LARCENY-THEFT,WAREHOUSE / FACTORY
01/08/2024 22:45,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE,01/09/2023 13:15,MOTOR VEHICLE THEFT,APARTMENT
01/08/2024 23:04,LARCENY-THEFT,DRUG STORE,01/09/2023 13:30,LARCENY-THEFT,APARTMENT
01/08/2024 23:30,LARCENY-THEFT,CHURCH / SYNAGOGUE / TEMPLE / MOSQUE,01/09/2023 13:30,LARCENY-THEFT,AIRPORT
01/08/2024 23:59,LARCENY-THEFT,FENCED RESIDENTIAL YARD,01/09/2023 13:45,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/09/2024 0:00,DRUG OFFENSE,BUS STOP,01/09/2023 13:51,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK
01/09/2024 0:00,BURGLARY,APARTMENT,01/09/2023 14:00,BURGLARY,CONDO / TOWNHOUSE
01/09/2024 0:00,RAPE,APARTMENT,01/09/2023 14:22,LARCENY-THEFT,SPECIALTY STORE
01/09/2024 0:00,MOTOR VEHICLE THEFT,PARKING LOT,01/09/2023 14:23,LARCENY-THEFT,DRUG STORE
01/09/2024 0:00,LARCENY-THEFT,RETAIL BUSINESS,01/09/2023 14:27,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/09/2024 0:00,LARCENY-THEFT,HOSPITAL,01/09/2023 14:30,LARCENY-THEFT,VEHICLE
01/09/2024 0:00,MOTOR VEHICLE THEFT,HOTEL / MOTEL,01/09/2023 14:31,MOTOR VEHICLE THEFT,SINGLE FAMILY HOUSE
01/09/2024 0:00,BURGLARY,SINGLE FAMILY HOUSE,01/09/2023 14:32,DRUG OFFENSE,PARKING LOT
01/09/2024 0:01,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK,01/09/2023 14:33,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/09/2024 0:30,DRUG OFFENSE,APARTMENT,01/09/2023 14:45,MOTOR VEHICLE THEFT,APARTMENT
01/09/2024 1:30,LARCENY-THEFT,FENCED COMMERCIAL YARD,01/09/2023 14:57,MOTOR VEHICLE THEFT,APARTMENT
01/09/2024 1:30,LARCENY-THEFT,HOSPITAL,01/09/2023 15:00,LARCENY-THEFT,CONSTRUCTION SITE
01/09/2024 3:06,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK,01/09/2023 15:00,BURGLARY,OFFICE / COMMERCIAL BUILDING
01/09/2024 3:30,LARCENY-THEFT,OTHER,01/09/2023 15:00,LARCENY-THEFT,CONSTRUCTION SITE
01/09/2024 4:00,LARCENY-THEFT,APARTMENT,01/09/2023 15:10,LARCENY-THEFT,SPECIALTY STORE
01/09/2024 4:12,BURGLARY,SPECIALTY STORE,01/09/2023 15:12,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/09/2024 4:25,ROBBERY,CONVENIENCE MARKET / STORE,01/09/2023 15:30,BURGLARY,OFFICE / COMMERCIAL BUILDING
01/09/2024 4:43,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK,01/09/2023 15:38,ROBBERY,SPECIALTY STORE
01/09/2024 4:45,ARSON,,01/09/2023 15:50,LARCENY-THEFT,SPECIALTY STORE
01/09/2024 20:00,LARCENY-THEFT,GROCERY / SUPER MARKET,01/09/2023 15:53,DRUG OFFENSE,MEDICAL OFFICE
01/09/2024 20:00,MURDER AND NON-NEGLIGENT MANSLAUGHTER,SINGLE FAMILY HOUSE,01/09/2023 16:00,LARCENY-THEFT,FENCED COMMERCIAL YARD
01/09/2024 20:00,LARCENY-THEFT,PARKING LOT,01/09/2023 16:00,LARCENY-THEFT,PARKING LOT
01/09/2024 20:00,MOTOR VEHICLE THEFT,PARKING LOT,01/09/2023 16:00,LARCENY-THEFT,PARKING GARAGE
01/09/2024 20:00,MOTOR VEHICLE THEFT,APARTMENT,01/09/2023 16:11,DRUG OFFENSE,PARKING LOT
01/09/2024 20:15,LARCENY-THEFT,RETAIL BUSINESS,01/09/2023 16:30,MOTOR VEHICLE THEFT,DRIVEWAY
01/09/2024 20:41,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK,01/09/2023 16:35,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/09/2024 20:49,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK,01/09/2023 16:45,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/09/2024 21:00,MOTOR VEHICLE THEFT,APARTMENT,01/09/2023 16:46,LARCENY-THEFT,DRUG STORE
01/09/2024 21:00,MOTOR VEHICLE THEFT,DRIVEWAY,01/09/2023 16:50,LARCENY-THEFT,SPECIALTY STORE
01/09/2024 21:00,LARCENY-THEFT,APARTMENT,01/09/2023 16:55,AGGRAVATED ASSAULT,APARTMENT
01/09/2024 21:00,MOTOR VEHICLE THEFT,APARTMENT,01/10/2023 8:07,LARCENY-THEFT,GROCERY / SUPER MARKET
01/09/2024 21:30,AGGRAVATED ASSAULT,SINGLE FAMILY HOUSE,01/10/2023 8:50,LARCENY-THEFT,RESTAURANT
01/09/2024 22:00,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK,01/10/2023 9:02,DRUG OFFENSE,RETAIL BUSINESS
01/09/2024 22:00,LARCENY-THEFT,MOBILE HOME,01/10/2023 9:33,LARCENY-THEFT,GROCERY / SUPER MARKET
01/09/2024 22:00,AGGRAVATED ASSAULT,BUS STOP,01/10/2023 9:40,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/09/2024 22:30,LARCENY-THEFT,FAST FOOD STORE,01/10/2023 10:00,BURGLARY,SINGLE FAMILY HOUSE
01/09/2024 22:30,BURGLARY,DEPARTMENT / DISCOUNT STORE,01/10/2023 10:00,AGGRAVATED ASSAULT,SCHOOL-ELEMENTARY/SECONDARY
01/09/2024 22:30,MOTOR VEHICLE THEFT,APARTMENT,01/10/2023 10:17,DRUG OFFENSE,ALLEY
01/09/2024 22:30,MOTOR VEHICLE THEFT,APARTMENT,01/10/2023 10:23,LARCENY-THEFT,APARTMENT
01/09/2024 22:35,AGGRAVATED ASSAULT,APARTMENT,01/10/2023 10:30,BURGLARY,APARTMENT
01/09/2024 22:47,MOTOR VEHICLE THEFT,APARTMENT,01/10/2023 11:00,LARCENY-THEFT,BUS FACILITY
01/09/2024 22:56,DRUG OFFENSE,VEHICLE,01/10/2023 11:10,LARCENY-THEFT,UNKNOWN
01/09/2024 22:58,ARSON,MOBILE HOME,01/10/2023 11:15,LARCENY-THEFT,OTHER
01/09/2024 23:09,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK,01/10/2023 12:00,AGGRAVATED ASSAULT,APARTMENT
01/09/2024 23:16,BURGLARY,DRUG STORE,01/10/2023 12:00,LARCENY-THEFT,SPECIALTY STORE
01/09/2024 23:45,LARCENY-THEFT,SINGLE FAMILY HOUSE,01/10/2023 12:00,BURGLARY,SINGLE FAMILY HOUSE
01/10/2024 0:00,LARCENY-THEFT,APARTMENT,01/10/2023 12:00,LARCENY-THEFT,VEHICLE
01/10/2024 0:00,MOTOR VEHICLE THEFT,AUTO DEALERSHIP NEW/USED,01/10/2023 12:01,DRUG OFFENSE,PARK AND RIDE
01/10/2024 0:00,LARCENY-THEFT,PARKING LOT,01/10/2023 12:04,DRUG OFFENSE,OTHER
01/10/2024 0:00,BURGLARY,APARTMENT,01/10/2023 12:10,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/10/2024 0:00,LARCENY-THEFT,OFFICE / COMMERCIAL BUILDING,01/10/2023 12:26,DRUG OFFENSE,OPEN SPACE / DESERT
01/10/2024 0:00,LARCENY-THEFT,SPECIALTY STORE,01/10/2023 12:30,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/10/2024 0:00,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK,01/10/2023 12:30,ROBBERY,PARKING LOT
01/10/2024 0:00,LARCENY-THEFT,PARKING LOT,01/10/2023 12:36,DRUG OFFENSE,PARKING LOT
01/10/2024 0:00,MOTOR VEHICLE THEFT,APARTMENT,01/10/2023 12:44,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK
01/10/2024 0:00,LARCENY-THEFT,APARTMENT,01/10/2023 13:00,MOTOR VEHICLE THEFT,CONDO / TOWNHOUSE
01/10/2024 0:00,DRUG OFFENSE,VEHICLE,01/10/2023 13:00,BURGLARY,SINGLE FAMILY HOUSE
01/10/2024 0:00,ARSON,,01/10/2023 13:00,LARCENY-THEFT,PARKING GARAGE
01/10/2024 0:00,ARSON,,01/10/2023 13:00,LARCENY-THEFT,STOREROOM/SHED (RESIDENTIAL)
01/10/2024 0:00,LARCENY-THEFT,OFFICE / COMMERCIAL BUILDING,01/10/2023 13:25,MOTOR VEHICLE THEFT,APARTMENT
01/10/2024 0:00,BURGLARY,NURSING CARE,01/10/2023 13:41,LARCENY-THEFT,FAST FOOD STORE
01/10/2024 0:00,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK,01/10/2023 13:44,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/10/2024 0:00,LARCENY-THEFT,PARKING LOT,01/10/2023 13:47,LARCENY-THEFT,APARTMENT
01/10/2024 0:01,LARCENY-THEFT,SINGLE FAMILY HOUSE,01/10/2023 13:59,LARCENY-THEFT,PARKING LOT
01/10/2024 0:15,AGGRAVATED ASSAULT,APARTMENT,01/10/2023 14:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/10/2024 0:17,DRUG OFFENSE,VEHICLE,01/10/2023 14:00,LARCENY-THEFT,FENCED COMMERCIAL YARD
01/10/2024 1:00,LARCENY-THEFT,PARKING LOT,01/10/2023 14:26,MOTOR VEHICLE THEFT,APARTMENT
01/10/2024 1:35,DRUG OFFENSE,SINGLE FAMILY HOUSE,01/10/2023 14:30,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/10/2024 2:00,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK,01/10/2023 15:00,AGGRAVATED ASSAULT,GAS / SERVICE STATION
01/10/2024 2:00,MOTOR VEHICLE THEFT,PARKING LOT,01/10/2023 15:00,MOTOR VEHICLE THEFT,APARTMENT
01/10/2024 2:53,BURGLARY,SPECIALTY STORE,01/10/2023 15:01,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/10/2024 4:20,BURGLARY,SPECIALTY STORE,01/10/2023 15:14,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/10/2024 4:45,LARCENY-THEFT,PARKING LOT,01/10/2023 15:42,ROBBERY,STREET / ROADWAY / SIDEWALK
01/10/2024 5:00,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK,01/10/2023 15:55,AGGRAVATED ASSAULT,APARTMENT
01/10/2024 20:00,MOTOR VEHICLE THEFT,SINGLE FAMILY HOUSE,01/10/2023 16:00,LARCENY-THEFT,BUS / LIGHT RAIL
01/10/2024 20:00,LARCENY-THEFT,SINGLE FAMILY HOUSE,01/10/2023 16:15,LARCENY-THEFT,GROCERY / SUPER MARKET
01/10/2024 20:00,LARCENY-THEFT,APARTMENT,01/10/2023 16:30,LARCENY-THEFT,PARKING GARAGE
01/10/2024 20:00,LARCENY-THEFT,DRIVEWAY,01/10/2023 16:30,LARCENY-THEFT,CONSTRUCTION SITE
01/10/2024 20:00,LARCENY-THEFT,OTHER,01/10/2023 16:35,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/10/2024 20:09,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK,01/11/2023 8:10,DRUG OFFENSE,OTHER
01/10/2024 20:21,LARCENY-THEFT,APARTMENT,01/11/2023 8:49,BURGLARY,CHURCH / SYNAGOGUE / TEMPLE / MOSQUE
01/10/2024 20:42,LARCENY-THEFT,OFFICE / COMMERCIAL BUILDING,01/11/2023 9:00,MOTOR VEHICLE THEFT,PARKING GARAGE
01/10/2024 20:58,LARCENY-THEFT,DRUG STORE,01/11/2023 9:17,MOTOR VEHICLE THEFT,SINGLE FAMILY HOUSE
01/10/2024 21:12,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE,01/11/2023 9:34,LARCENY-THEFT,DRUG STORE
01/10/2024 21:30,AGGRAVATED ASSAULT,APARTMENT,01/11/2023 10:00,MOTOR VEHICLE THEFT,APARTMENT
01/10/2024 21:37,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE,01/11/2023 10:00,LARCENY-THEFT,VEHICLE
01/10/2024 21:44,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE,01/11/2023 10:21,LARCENY-THEFT,PARKING LOT
01/10/2024 22:00,MOTOR VEHICLE THEFT,SINGLE FAMILY HOUSE,01/11/2023 10:45,LARCENY-THEFT,RETAIL BUSINESS
01/10/2024 22:00,LARCENY-THEFT,SINGLE FAMILY HOUSE,01/11/2023 10:50,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/10/2024 22:15,AGGRAVATED ASSAULT,SINGLE FAMILY HOUSE,01/11/2023 11:30,ARSON,SINGLE FAMILY HOUSE
01/10/2024 22:27,LARCENY-THEFT,ALLEY,01/11/2023 11:54,AGGRAVATED ASSAULT,BUS
01/10/2024 22:57,DRUG OFFENSE,VEHICLE,01/11/2023 11:55,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/10/2024 23:00,LARCENY-THEFT,APARTMENT,01/11/2023 12:00,BURGLARY,RENTAL STORAGE / FACILITY
01/10/2024 23:00,AGGRAVATED ASSAULT,MOBILE HOME,01/11/2023 12:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/10/2024 23:00,LARCENY-THEFT,VEHICLE,01/11/2023 12:00,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK
