OCCURRED NIGHT,UCR CRIME CATEGORY NIGHT,PREMISE TYPE NIGHT,OCCURRED DAY,UCR CRIME CATEGORY DAY,PREMISE TYPE DAY
01/14/2024 1:15,LARCENY-THEFT,PARKING LOT,01/14/2023 13:17,AGGRAVATED ASSAULT,CONDO / TOWNHOUSE
01/14/2024 1:39,ROBBERY,CONVENIENCE MARKET / STORE,01/14/2023 13:39,ROBBERY,LIGHT RAIL PLATFORM
01/14/2024 1:46,LARCENY-THEFT,CONVENIENCE MARKET / STORE,01/14/2023 13:42,LARCENY-THEFT,VEHICLE
01/14/2024 2:18,BURGLARY,DEPARTMENT / DISCOUNT STORE,01/14/2023 13:48,MURDER AND NON-NEGLIGENT MANSLAUGHTER,PARK / PLAYGROUND
01/14/2024 2:50,AGGRAVATED ASSAULT,APARTMENT,01/14/2023 14:00,BURGLARY,SINGLE FAMILY HOUSE
01/14/2024 3:00,MOTOR VEHICLE THEFT,APARTMENT,01/14/2023 14:00,LARCENY-THEFT,FENCED COMMERCIAL YARD
01/14/2024 3:00,MOTOR VEHICLE THEFT,APARTMENT,01/14/2023 14:03,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK
01/14/2024 3:00,MOTOR VEHICLE THEFT,APARTMENT,01/14/2023 14:10,LARCENY-THEFT,SPECIALTY STORE
01/14/2024 3:30,LARCENY-THEFT,RESTAURANT,01/14/2023 14:30,BURGLARY,SINGLE FAMILY HOUSE
01/14/2024 3:35,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK,01/14/2023 14:47,LARCENY-THEFT,DRUG STORE
01/14/2024 3:36,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK,01/14/2023 14:56,ROBBERY,SPECIALTY STORE
01/14/2024 4:20,LARCENY-THEFT,OFFICE / COMMERCIAL BUILDING,01/14/2023 15:00,BURGLARY,SINGLE FAMILY HOUSE
01/14/2024 4:21,BURGLARY,DEPARTMENT / DISCOUNT STORE,01/14/2023 15:24,MOTOR VEHICLE THEFT,APARTMENT
01/14/2024 4:30,LARCENY-THEFT,DRIVEWAY,01/14/2023 16:00,LARCENY-THEFT,FENCED RESIDENTIAL YARD
01/14/2024 5:00,LARCENY-THEFT,SINGLE FAMILY HOUSE,01/14/2023 16:00,LARCENY-THEFT,GROCERY / SUPER MARKET
01/14/2024 5:00,MOTOR VEHICLE THEFT,DRIVEWAY,01/14/2023 16:00,MOTOR VEHICLE THEFT,PARKING GARAGE
01/14/2024 5:00,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK,01/14/2023 16:00,MOTOR VEHICLE THEFT,CARPORT
01/14/2024 20:00,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK,01/14/2023 16:15,AGGRAVATED ASSAULT,ALLEY
01/14/2024 20:00,BURGLARY,APARTMENT,01/14/2023 16:30,ROBBERY,SPECIALTY STORE
01/14/2024 20:19,LARCENY-THEFT,RESTAURANT,01/14/2023 16:55,LARCENY-THEFT,RETAIL BUSINESS
01/14/2024 20:20,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE,01/15/2023 8:45,LARCENY-THEFT,APARTMENT
01/14/2024 20:20,LARCENY-THEFT,APARTMENT,01/15/2023 8:48,LARCENY-THEFT,PARKING LOT
01/14/2024 20:21,LARCENY-THEFT,GROCERY / SUPER MARKET,01/15/2023 8:55,LARCENY-THEFT,CHURCH / SYNAGOGUE / TEMPLE / MOSQUE
01/14/2024 20:29,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK,01/15/2023 9:00,MOTOR VEHICLE THEFT,CONVENIENCE MARKET / STORE
01/14/2024 20:45,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK,01/15/2023 9:00,LARCENY-THEFT,RETAIL BUSINESS
01/14/2024 21:00,BURGLARY,OFFICE / COMMERCIAL BUILDING,01/15/2023 9:00,MOTOR VEHICLE THEFT,APARTMENT
01/14/2024 21:00,LARCENY-THEFT,DRIVEWAY,01/15/2023 9:06,AGGRAVATED ASSAULT,DEPARTMENT / DISCOUNT STORE
01/14/2024 21:00,LARCENY-THEFT,OTHER,01/15/2023 9:24,AGGRAVATED ASSAULT,APARTMENT
01/14/2024 21:00,MOTOR VEHICLE THEFT,APARTMENT,01/15/2023 10:30,LARCENY-THEFT,CONDO / TOWNHOUSE
01/14/2024 21:00,LARCENY-THEFT,PARKING LOT,01/15/2023 10:40,LARCENY-THEFT,HOTEL / MOTEL
01/14/2024 21:00,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK,01/15/2023 10:49,LARCENY-THEFT,APARTMENT
01/14/2024 21:00,MOTOR VEHICLE THEFT,APARTMENT,01/15/2023 10:57,AGGRAVATED ASSAULT,APARTMENT
01/14/2024 21:06,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE,01/15/2023 11:00,LARCENY-THEFT,OPEN SPACE / DESERT
01/14/2024 21:10,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE,01/15/2023 11:00,LARCENY-THEFT,PARKING LOT
01/14/2024 21:22,LARCENY-THEFT,FENCED COMMERCIAL YARD,01/15/2023 11:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/14/2024 22:00,MOTOR VEHICLE THEFT,APARTMENT,01/15/2023 11:10,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/14/2024 22:00,LARCENY-THEFT,DRIVEWAY,01/15/2023 11:15,LARCENY-THEFT,RETAIL BUSINESS
01/14/2024 22:00,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK,01/15/2023 11:18,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK
01/14/2024 22:15,AGGRAVATED ASSAULT,SINGLE FAMILY HOUSE,01/15/2023 11:26,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/14/2024 22:20,MOTOR VEHICLE THEFT,SINGLE FAMILY HOUSE,01/15/2023 11:40,LARCENY-THEFT,SPECIALTY STORE
01/14/2024 22:37,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK,01/15/2023 11:41,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK
01/14/2024 22:47,AGGRAVATED ASSAULT,APARTMENT,01/15/2023 12:00,LARCENY-THEFT,RESTAURANT
01/14/2024 22:49,MURDER AND NON-NEGLIGENT MANSLAUGHTER,SINGLE FAMILY HOUSE,01/15/2023 12:00,AGGRAVATED ASSAULT,CONDO / TOWNHOUSE
01/14/2024 23:00,LARCENY-THEFT,SINGLE FAMILY HOUSE,01/15/2023 12:00,MOTOR VEHICLE THEFT,APARTMENT
01/14/2024 23:00,BURGLARY,APARTMENT,01/15/2023 12:00,LARCENY-THEFT,OFFICE / COMMERCIAL BUILDING
01/14/2024 23:11,BURGLARY,DRUG STORE,01/15/2023 12:00,LARCENY-THEFT,APARTMENT
01/14/2024 23:15,ROBBERY,SINGLE FAMILY HOUSE,01/15/2023 12:00,LARCENY-THEFT,CONDO / TOWNHOUSE
01/14/2024 23:30,ROBBERY,PARKING LOT,01/15/2023 12:24,DRUG OFFENSE,VEHICLE
01/14/2024 23:30,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK,01/15/2023 12:30,RAPE,HOSPITAL
01/14/2024 23:30,BURGLARY,FAST FOOD STORE,01/15/2023 12:54,BURGLARY,OFFICE / COMMERCIAL BUILDING
01/14/2024 23:58,MOTOR VEHICLE THEFT,DRIVEWAY,01/15/2023 12:56,LARCENY-THEFT,SPECIALTY STORE
01/15/2024 0:00,LARCENY-THEFT,PARKING LOT,01/15/2023 13:00,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/15/2024 0:00,LARCENY-THEFT,BANK / SAVINGS / CREDIT UNION,01/15/2023 13:00,LARCENY-THEFT,APARTMENT
01/15/2024 0:00,ROBBERY,RESTAURANT,01/15/2023 13:00,LARCENY-THEFT,PARKING LOT
01/15/2024 0:00,LARCENY-THEFT,APARTMENT,01/15/2023 13:00,AGGRAVATED ASSAULT,SINGLE FAMILY HOUSE
01/15/2024 0:00,BURGLARY,SINGLE FAMILY HOUSE,01/15/2023 13:07,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/15/2024 0:00,DRUG OFFENSE,PARKING LOT,01/15/2023 13:23,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/15/2024 0:00,LARCENY-THEFT,VEHICLE,01/15/2023 13:28,AGGRAVATED ASSAULT,BUS STOP
01/15/2024 0:00,LARCENY-THEFT,SINGLE FAMILY HOUSE,01/15/2023 13:30,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/15/2024 0:00,LARCENY-THEFT,OFFICE / COMMERCIAL BUILDING,01/15/2023 13:39,LARCENY-THEFT,RETAIL BUSINESS
01/15/2024 0:00,LARCENY-THEFT,SINGLE FAMILY HOUSE,01/15/2023 14:11,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/15/2024 0:00,BURGLARY,APARTMENT,01/15/2023 14:30,MOTOR VEHICLE THEFT,FENCED COMMERCIAL YARD
01/15/2024 0:00,BURGLARY,SINGLE FAMILY HOUSE,01/15/2023 14:49,LARCENY-THEFT,RETAIL BUSINESS
01/15/2024 0:00,LARCENY-THEFT,DRIVEWAY,01/15/2023 15:00,MOTOR VEHICLE THEFT,DRIVEWAY
01/15/2024 0:31,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK,01/15/2023 15:00,LARCENY-THEFT,OTHER
01/15/2024 0:50,MOTOR VEHICLE THEFT,APARTMENT,01/15/2023 15:00,LARCENY-THEFT,GAS / SERVICE STATION
01/15/2024 1:00,AGGRAVATED ASSAULT,SINGLE FAMILY HOUSE,01/15/2023 15:00,LARCENY-THEFT,SPECIALTY STORE
01/15/2024 1:00,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK,01/15/2023 15:30,MOTOR VEHICLE THEFT,SINGLE FAMILY HOUSE
01/15/2024 1:24,MOTOR VEHICLE THEFT,SINGLE FAMILY HOUSE,01/15/2023 15:39,LARCENY-THEFT,RETAIL BUSINESS
01/15/2024 2:00,MOTOR VEHICLE THEFT,RENTAL STORAGE / FACILITY,01/15/2023 15:57,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/15/2024 2:00,MOTOR VEHICLE THEFT,APARTMENT,01/15/2023 15:57,LARCENY-THEFT,FENCED RESIDENTIAL YARD
01/15/2024 2:27,BURGLARY,FAST FOOD STORE,01/15/2023 16:00,LARCENY-THEFT,DRIVEWAY
01/15/2024 2:30,MOTOR VEHICLE THEFT,APARTMENT,01/15/2023 16:01,ROBBERY,CONVENIENCE MARKET / STORE
01/15/2024 2:44,BURGLARY,CONVENIENCE MARKET / STORE,01/15/2023 16:30,LARCENY-THEFT,WAREHOUSE / FACTORY
01/15/2024 2:57,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK,01/15/2023 16:46,BURGLARY,GARAGE
01/15/2024 3:25,LARCENY-THEFT,DRIVEWAY,01/15/2023 16:50,DRUG OFFENSE,APARTMENT
01/15/2024 3:30,LARCENY-THEFT,CONVENIENCE MARKET / STORE,01/16/2023 8:19,LARCENY-THEFT,PARKING LOT
01/15/2024 4:15,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK,01/16/2023 8:21,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/15/2024 20:00,LARCENY-THEFT,PARKING GARAGE,01/16/2023 9:15,DRUG OFFENSE,BUS STOP
01/15/2024 20:00,RAPE,SINGLE FAMILY HOUSE,01/16/2023 9:20,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/15/2024 20:00,MOTOR VEHICLE THEFT,APARTMENT,01/16/2023 9:30,LARCENY-THEFT,GROCERY / SUPER MARKET
01/15/2024 20:28,ROBBERY,FAST FOOD STORE,01/16/2023 9:39,LARCENY-THEFT,RETAIL BUSINESS
01/15/2024 20:30,LARCENY-THEFT,APARTMENT,01/16/2023 9:40,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/15/2024 20:50,LARCENY-THEFT,SPECIALTY STORE,01/16/2023 9:53,LARCENY-THEFT,GROCERY / SUPER MARKET
01/15/2024 21:00,LARCENY-THEFT,APARTMENT,01/16/2023 10:00,LARCENY-THEFT,OTHER
01/15/2024 21:00,LARCENY-THEFT,PARKING LOT,01/16/2023 10:00,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK
01/15/2024 21:00,BURGLARY,SPECIALTY STORE,01/16/2023 10:00,BURGLARY,APARTMENT
01/15/2024 21:05,AGGRAVATED ASSAULT,PARK / PLAYGROUND,01/16/2023 10:00,LARCENY-THEFT,PARKING LOT
01/15/2024 21:10,LARCENY-THEFT,APARTMENT,01/16/2023 10:00,BURGLARY,APARTMENT
01/15/2024 21:21,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE,01/16/2023 10:21,LARCENY-THEFT,CONDO / TOWNHOUSE
01/15/2024 21:24,BURGLARY,APARTMENT,01/16/2023 10:29,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/15/2024 21:45,AGGRAVATED ASSAULT,SINGLE FAMILY HOUSE,01/16/2023 10:30,LARCENY-THEFT,PARKING LOT
01/15/2024 21:52,AGGRAVATED ASSAULT,SINGLE FAMILY HOUSE,01/16/2023 10:30,LARCENY-THEFT,CONSTRUCTION SITE
01/15/2024 22:01,MURDER AND NON-NEGLIGENT MANSLAUGHTER,STREET / ROADWAY / SIDEWALK,01/16/2023 10:40,LARCENY-THEFT,DRUG STORE
01/15/2024 22:11,AGGRAVATED ASSAULT,APARTMENT,01/16/2023 10:51,LARCENY-THEFT,DRUG STORE
01/15/2024 22:20,DRUG OFFENSE,VEHICLE,01/16/2023 10:55,MOTOR VEHICLE THEFT,DEPARTMENT / DISCOUNT STORE
01/15/2024 22:23,LARCENY-THEFT,SINGLE FAMILY HOUSE,01/16/2023 11:00,RAPE,APARTMENT
01/15/2024 22:28,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK,01/16/2023 11:00,LARCENY-THEFT,OFFICE / COMMERCIAL BUILDING
01/15/2024 22:30,ROBBERY,BUS STOP,01/16/2023 11:00,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK
01/15/2024 22:30,LARCENY-THEFT,CONVENIENCE MARKET / STORE,01/16/2023 11:00,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK
01/15/2024 22:38,LARCENY-THEFT,CONVENIENCE MARKET / STORE,01/16/2023 11:18,MOTOR VEHICLE THEFT,GAS / SERVICE STATION
01/15/2024 23:00,AGGRAVATED ASSAULT,CONDO / TOWNHOUSE,01/16/2023 11:20,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK
01/15/2024 23:00,LARCENY-THEFT,PARKING LOT,01/16/2023 11:29,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/15/2024 23:00,LARCENY-THEFT,SINGLE FAMILY HOUSE,01/16/2023 11:30,LARCENY-THEFT,VEHICLE
01/15/2024 23:00,LARCENY-THEFT,DRIVEWAY,01/16/2023 11:40,LARCENY-THEFT,RETAIL BUSINESS
01/15/2024 23:30,LARCENY-THEFT,DRIVEWAY,01/16/2023 11:53,LARCENY-THEFT,DRUG STORE
01/15/2024 23:49,DRUG OFFENSE,VEHICLE,01/16/2023 12:00,LARCENY-THEFT,SPECIALTY STORE
01/16/2024 0:00,LARCENY-THEFT,PARK / PLAYGROUND,01/16/2023 12:00,BURGLARY,CONDO / TOWNHOUSE
01/16/2024 0:00,LARCENY-THEFT,OTHER,01/16/2023 12:00,AGGRAVATED ASSAULT,APARTMENT
01/16/2024 0:00,LARCENY-THEFT,ATM SEPARATE FROM BANK,01/16/2023 12:13,LARCENY-THEFT,RETAIL BUSINESS
01/16/2024 0:00,LARCENY-THEFT,PARKING LOT,01/16/2023 12:30,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/16/2024 0:00,DRUG OFFENSE,HOTEL / MOTEL,01/16/2023 12:34,AGGRAVATED ASSAULT,SINGLE FAMILY HOUSE
01/16/2024 0:00,MOTOR VEHICLE THEFT,SINGLE FAMILY HOUSE,01/16/2023 12:49,ARSON,SINGLE FAMILY HOUSE
01/16/2024 0:00,LARCENY-THEFT,VEHICLE,01/16/2023 12:53,LARCENY-THEFT,SPECIALTY STORE
01/16/2024 0:00,LARCENY-THEFT,CONVENIENCE MARKET / STORE,01/16/2023 13:00,LARCENY-THEFT,PARKING GARAGE
01/16/2024 0:00,BURGLARY,STOREROOM/SHED (COMMERCIAL),01/16/2023 13:30,DRUG OFFENSE,VEHICLE
01/16/2024 0:00,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK,01/16/2023 13:36,LARCENY-THEFT,GAS / SERVICE STATION
01/16/2024 0:00,LARCENY-THEFT,DRIVEWAY,01/16/2023 13:36,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/16/2024 0:00,BURGLARY,CONDO / TOWNHOUSE,01/16/2023 13:39,DRUG OFFENSE,MOBILE HOME
01/16/2024 0:01,AGGRAVATED ASSAULT,PARK / PLAYGROUND,01/16/2023 14:00,LARCENY-THEFT,FENCED COMMERCIAL YARD
01/16/2024 0:08,BURGLARY,RESTAURANT,01/16/2023 14:00,MOTOR VEHICLE THEFT,DEPARTMENT / DISCOUNT STORE
01/16/2024 0:30,LARCENY-THEFT,SINGLE FAMILY HOUSE,01/16/2023 14:00,BURGLARY,GARAGE
01/16/2024 0:30,AGGRAVATED ASSAULT,MOBILE HOME,01/16/2023 14:00,LARCENY-THEFT,SHOPPING MALL
01/16/2024 0:51,BURGLARY,FAST FOOD STORE,01/16/2023 14:00,BURGLARY,APARTMENT
01/16/2024 0:55,AGGRAVATED ASSAULT,CONVENIENCE MARKET / STORE,01/16/2023 14:00,LARCENY-THEFT,HOTEL / MOTEL
01/16/2024 1:30,LARCENY-THEFT,CONVENIENCE MARKET / STORE,01/16/2023 14:00,LARCENY-THEFT,PARKING LOT
01/16/2024 1:41,ROBBERY,ALLEY,01/16/2023 14:00,LARCENY-THEFT,PARKING LOT
01/16/2024 1:45,BURGLARY,RESTAURANT,01/16/2023 14:15,LARCENY-THEFT,SPECIALTY STORE
01/16/2024 2:13,LARCENY-THEFT,HOSPITAL,01/16/2023 14:15,BURGLARY,APARTMENT
01/16/2024 2:30,MOTOR VEHICLE THEFT,HOSPITAL,01/16/2023 14:28,LARCENY-THEFT,DRIVEWAY
01/16/2024 3:13,LARCENY-THEFT,PARKING LOT,01/16/2023 14:28,LARCENY-THEFT,VEHICLE
01/16/2024 3:18,LARCENY-THEFT,DRIVEWAY,01/16/2023 14:30,LARCENY-THEFT,FENCED COMMERCIAL YARD
01/16/2024 4:00,AGGRAVATED ASSAULT,VEHICLE,01/16/2023 14:30,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/16/2024 4:25,BURGLARY,CONVENIENCE MARKET / STORE,01/16/2023 14:30,LARCENY-THEFT,VEHICLE
01/16/2024 20:00,LARCENY-THEFT,SPECIALTY STORE,01/16/2023 15:00,BURGLARY,STOREROOM/SHED (COMMERCIAL)
01/16/2024 20:18,LARCENY-THEFT,DRUG STORE,01/16/2023 15:00,LARCENY-THEFT,DRUG STORE
01/16/2024 20:24,ROBBERY,PARKING LOT,01/16/2023 15:00,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK
01/16/2024 21:00,LARCENY-THEFT,PARKING LOT,01/16/2023 15:00,ROBBERY,GROCERY / SUPER MARKET
01/16/2024 21:00,RAPE,PARK / PLAYGROUND,01/16/2023 15:25,RAPE,SINGLE FAMILY HOUSE
01/16/2024 21:00,LARCENY-THEFT,FAST FOOD STORE,01/16/2023 15:28,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/16/2024 21:00,MOTOR VEHICLE THEFT,APARTMENT,01/16/2023 15:45,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/16/2024 21:30,LARCENY-THEFT,PARKING GARAGE,01/16/2023 16:00,LARCENY-THEFT,DRIVEWAY
01/16/2024 21:30,LARCENY-THEFT,APARTMENT,01/16/2023 16:00,MOTOR VEHICLE THEFT,APARTMENT
01/16/2024 21:39,LARCENY-THEFT,PARKING LOT,01/16/2023 16:17,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/16/2024 22:00,MOTOR VEHICLE THEFT,CONDO / TOWNHOUSE,01/16/2023 16:30,LARCENY-THEFT,SPECIALTY STORE
01/16/2024 22:00,MOTOR VEHICLE THEFT,FENCED RESIDENTIAL YARD,01/16/2023 16:30,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/16/2024 22:00,AGGRAVATED ASSAULT,SINGLE FAMILY HOUSE,01/16/2023 16:38,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/16/2024 22:00,MOTOR VEHICLE THEFT,APARTMENT,01/16/2023 16:43,LARCENY-THEFT,GROCERY / SUPER MARKET
01/16/2024 22:15,LARCENY-THEFT,CONVENIENCE MARKET / STORE,01/17/2023 8:21,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/16/2024 22:20,LARCENY-THEFT,APARTMENT,01/17/2023 8:40,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK
01/16/2024 22:30,LARCENY-THEFT,CONVENIENCE MARKET / STORE,01/17/2023 9:00,LARCENY-THEFT,APARTMENT
01/16/2024 22:30,MOTOR VEHICLE THEFT,APARTMENT,01/17/2023 9:00,AGGRAVATED ASSAULT,SINGLE FAMILY HOUSE
01/16/2024 22:34,DRUG OFFENSE,VEHICLE,01/17/2023 9:00,LARCENY-THEFT,RETAIL BUSINESS
01/16/2024 23:00,MOTOR VEHICLE THEFT,APARTMENT,01/17/2023 9:00,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/16/2024 23:00,MOTOR VEHICLE THEFT,APARTMENT,01/17/2023 9:32,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/16/2024 23:00,MOTOR VEHICLE THEFT,APARTMENT,01/17/2023 9:48,DRUG OFFENSE,GAS / SERVICE STATION
01/16/2024 23:50,LARCENY-THEFT,VEHICLE,01/17/2023 10:05,LARCENY-THEFT,SCHOOL-COLLEGE/UNIVERSITY
01/16/2024 23:52,BURGLARY,MEDICAL OFFICE,01/17/2023 10:39,AGGRAVATED ASSAULT,PARK / PLAYGROUND
01/17/2024 0:00,LARCENY-THEFT,SINGLE FAMILY HOUSE,01/17/2023 11:00,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/17/2024 0:00,DRUG OFFENSE,VEHICLE,01/17/2023 11:00,BURGLARY,MEDICAL OFFICE
01/17/2024 0:00,LARCENY-THEFT,PARKING LOT,01/17/2023 11:00,BURGLARY,SINGLE FAMILY HOUSE
01/17/2024 0:00,LARCENY-THEFT,SINGLE FAMILY HOUSE,01/17/2023 11:10,AGGRAVATED ASSAULT,BUS STOP
01/17/2024 0:00,LARCENY-THEFT,PARKING LOT,01/17/2023 11:30,LARCENY-THEFT,SCHOOL/COLLEGE/CHILD CARE
01/17/2024 0:00,DRUG OFFENSE,PARKING LOT,01/17/2023 12:00,LARCENY-THEFT,AUTO DEALERSHIP NEW/USED
01/17/2024 0:00,LARCENY-THEFT,CONSTRUCTION SITE,01/17/2023 12:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/17/2024 0:00,LARCENY-THEFT,PARKING LOT,01/17/2023 12:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/17/2024 0:00,LARCENY-THEFT,VEHICLE,01/17/2023 12:00,LARCENY-THEFT,HOSPITAL
01/17/2024 0:00,LARCENY-THEFT,PARKING LOT,01/17/2023 12:24,AGGRAVATED ASSAULT,APARTMENT
01/17/2024 0:00,BURGLARY,WAREHOUSE / FACTORY,01/17/2023 12:30,LARCENY-THEFT,DRUG STORE
01/17/2024 0:00,DRUG OFFENSE,VEHICLE,01/17/2023 12:30,BURGLARY,CONVENIENCE MARKET / STORE
01/17/2024 0:00,DRUG OFFENSE,OTHER,01/17/2023 12:40,LARCENY-THEFT,RESTAURANT
01/17/2024 0:00,LARCENY-THEFT,UNKNOWN,01/17/2023 12:44,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/17/2024 0:00,LARCENY-THEFT,PARKING LOT,01/17/2023 12:45,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/17/2024 0:00,LARCENY-THEFT,APARTMENT,01/17/2023 12:47,LARCENY-THEFT,GROCERY / SUPER MARKET
01/17/2024 0:00,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK,01/17/2023 13:00,LARCENY-THEFT,SPECIALTY STORE
01/17/2024 0:00,BURGLARY,RESTAURANT,01/17/2023 13:18,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/17/2024 0:00,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK,01/17/2023 13:30,DRUG OFFENSE,ALLEY
01/17/2024 0:01,BURGLARY,STOREROOM/SHED (COMMERCIAL),01/17/2023 13:33,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK
01/17/2024 0:45,LARCENY-THEFT,HOSPITAL,01/17/2023 13:37,LARCENY-THEFT,SPECIALTY STORE
01/17/2024 1:00,LARCENY-THEFT,CONDO / TOWNHOUSE,01/17/2023 13:40,LARCENY-THEFT,OTHER
01/17/2024 1:25,DRUG OFFENSE,ALLEY,01/17/2023 13:56,BURGLARY,APARTMENT
01/17/2024 2:00,MOTOR VEHICLE THEFT,APARTMENT,01/17/2023 14:00,BURGLARY,SINGLE FAMILY HOUSE
01/17/2024 3:00,LARCENY-THEFT,APARTMENT,01/17/2023 14:00,MOTOR VEHICLE THEFT,GROUP HOME
01/17/2024 3:00,LARCENY-THEFT,APARTMENT,01/17/2023 14:00,LARCENY-THEFT,WAREHOUSE / FACTORY
01/17/2024 3:25,ARSON,SHOPPING MALL,01/17/2023 14:11,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK
01/17/2024 3:48,BURGLARY,RETAIL BUSINESS,01/17/2023 14:25,LARCENY-THEFT,APARTMENT
01/17/2024 3:54,LARCENY-THEFT,APARTMENT,01/17/2023 14:45,AGGRAVATED ASSAULT,SCHOOL-ELEMENTARY/SECONDARY
01/17/2024 4:15,MOTOR VEHICLE THEFT,RENTAL STORAGE / FACILITY,01/17/2023 14:45,LARCENY-THEFT,BUS STOP
01/17/2024 4:20,AGGRAVATED ASSAULT,DRIVEWAY,01/17/2023 15:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/17/2024 4:30,AGGRAVATED ASSAULT,GAS / SERVICE STATION,01/17/2023 15:07,LARCENY-THEFT,UNKNOWN
01/17/2024 5:00,LARCENY-THEFT,CONSTRUCTION SITE,01/17/2023 15:16,LARCENY-THEFT,OTHER
01/17/2024 20:00,MOTOR VEHICLE THEFT,APARTMENT,01/17/2023 15:30,DRUG OFFENSE,OTHER
01/17/2024 20:00,BURGLARY,FAST FOOD STORE,01/17/2023 15:34,DRUG OFFENSE,APARTMENT
01/17/2024 20:18,AGGRAVATED ASSAULT,CONDO / TOWNHOUSE,01/17/2023 16:00,LARCENY-THEFT,APARTMENT
01/17/2024 20:20,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE,01/17/2023 16:00,MOTOR VEHICLE THEFT,APARTMENT
01/17/2024 20:30,LARCENY-THEFT,FENCED RESIDENTIAL YARD,01/17/2023 16:00,LARCENY-THEFT,VEHICLE
01/17/2024 20:30,BURGLARY,GARAGE,01/17/2023 16:00,MOTOR VEHICLE THEFT,DRIVEWAY
01/17/2024 20:40,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE,01/17/2023 16:14,LARCENY-THEFT,RETAIL BUSINESS
