LARCENY-THEFT DAY,MOTOR-VEHICLE THEFT DAY,AGGRAVATED ASSAULT DAY,DRUG OFFENSE DAY,LARCENY-THEFT NIGHT,MOTOR-VEHICLE THEFT NIGHT,AGGRAVATED ASSAULT NIGHT,DRUG OFFENSE NIGHT
975,178,179,196,779,294,216,175
